id,side,timestamp,price,volume,mid_price,cluster
1743,bid,90900,1993.0,26.0,1994.0,0
1744,ask,90900,1997.0,26.0,1994.0,1
1745,bid,91000,1993.0,30.0,1994.5,0
1746,ask,91000,1996.0,31.0,1994.5,1
1747,bid,91100,1992.0,23.0,1993.0,0
1748,ask,91100,1995.0,23.0,1993.0,1
1749,bid,91200,1991.0,26.0,1992.5,0
1750,ask,91200,1994.0,26.0,1992.5,1
1751,bid,91300,1991.0,27.0,1992.5,0
1752,ask,91300,1994.0,27.0,1992.5,1
1753,bid,91400,1990.0,22.0,1991.5,0
1754,ask,91400,1993.0,22.0,1991.5,1
1755,bid,91500,1989.0,26.0,1990.0,0
1756,ask,91500,1992.0,26.0,1990.0,1
1757,bid,91600,1990.0,30.0,1991.0,0
1758,ask,91600,1994.0,30.0,1991.0,1
1759,bid,91700,1989.0,27.0,1990.5,0
1760,ask,91700,1992.0,23.0,1990.5,1
1761,bid,91800,1990.0,24.0,1991.5,0
1762,ask,91800,1993.0,24.0,1991.5,1
1763,bid,91900,1990.0,29.0,1991.5,0
1764,ask,91900,1993.0,22.0,1991.5,1
1765,bid,92000,1990.0,28.0,1992.0,0
1766,ask,92000,1994.0,28.0,1992.0,1
1767,bid,92100,1992.0,22.0,1993.5,0
1768,ask,92100,1995.0,22.0,1993.5,1
1769,bid,92200,1990.0,30.0,1991.0,0
1770,ask,92200,1993.0,30.0,1991.0,1
1771,bid,92300,1990.0,30.0,1991.5,0
1772,ask,92300,1993.0,29.0,1991.5,1
1773,bid,92400,1989.0,27.0,1990.5,0
1774,ask,92400,1992.0,27.0,1990.5,1
1775,bid,92500,1988.0,26.0,1990.5,0
1776,ask,92500,1992.0,28.0,1990.5,1
1777,bid,92600,1988.0,22.0,1989.0,0
1778,ask,92600,1991.0,23.0,1989.0,1
1779,bid,92800,1989.0,22.0,1991.0,0
1780,ask,92800,1993.0,22.0,1991.0,1
1781,bid,92900,1990.0,21.0,1992.0,0
1782,ask,92900,1994.0,21.0,1992.0,1
1783,bid,93000,1992.0,22.0,1993.0,0
1784,ask,93000,1995.0,22.0,1993.0,1
1785,bid,93100,1992.0,21.0,1993.5,0
1786,ask,93100,1995.0,21.0,1993.5,1
1787,bid,93200,1993.0,30.0,1994.0,0
1788,ask,93200,1996.0,30.0,1994.0,1
1789,bid,93300,1995.0,27.0,1996.5,0
1790,ask,93300,1998.0,25.0,1996.5,1
1791,bid,93400,1993.0,26.0,1994.5,0
1792,ask,93400,1996.0,26.0,1994.5,1
1793,bid,93500,1993.0,28.0,1994.5,0
1794,ask,93500,1996.0,28.0,1994.5,1
1795,bid,93600,1993.0,30.0,1994.0,0
1796,ask,93600,1996.0,30.0,1994.0,1
1797,bid,93700,1995.0,29.0,1996.5,0
1798,ask,93700,1998.0,29.0,1996.5,1
1799,bid,93800,1997.0,28.0,1998.0,0
1800,ask,93800,2001.0,28.0,1998.0,1
1801,bid,93900,1997.0,28.0,1998.5,0
1802,ask,93900,2000.0,28.0,1998.5,1
1803,bid,94000,1996.0,30.0,1997.5,0
1804,ask,94000,1999.0,30.0,1997.5,1
1805,bid,94100,1997.0,28.0,1999.5,0
1806,ask,94100,2000.0,28.0,1999.5,1
1807,bid,94200,1997.0,25.0,1999.0,0
1808,ask,94200,2001.0,25.0,1999.0,1
1809,bid,94300,1997.0,22.0,1997.5,0
1810,ask,94300,2001.0,22.0,1997.5,1
1811,bid,94400,1997.0,23.0,1998.5,0
1812,ask,94400,2000.0,24.0,1998.5,1
1813,bid,94500,1997.0,22.0,1999.0,0
1814,ask,94500,2001.0,23.0,1999.0,1
1815,bid,94600,1998.0,30.0,2000.0,0
1816,ask,94600,2001.0,30.0,2000.0,1
1817,bid,94700,1996.0,22.0,1997.5,0
1818,ask,94700,1999.0,22.0,1997.5,1
1819,bid,94800,1996.0,26.0,1997.5,0
1820,ask,94800,1999.0,26.0,1997.5,1
1821,bid,94900,1995.0,30.0,1997.5,0
1822,ask,94900,1999.0,30.0,1997.5,1
1823,bid,95000,1996.0,21.0,1998.5,0
1824,ask,95000,2000.0,23.0,1998.5,1
1825,bid,95100,1997.0,25.0,1998.0,0
1826,ask,95100,2000.0,25.0,1998.0,1
1827,bid,95200,1997.0,23.0,1998.5,0
1828,ask,95200,2000.0,23.0,1998.5,1
1829,bid,95300,1996.0,38.0,1997.5,0
1830,ask,95300,1999.0,31.0,1997.5,1
1831,bid,95400,1997.0,25.0,1998.5,0
1832,ask,95400,2000.0,25.0,1998.5,1
1833,bid,95500,1997.0,21.0,1998.5,0
1834,ask,95500,2000.0,21.0,1998.5,1
1835,bid,95600,1997.0,22.0,1999.5,0
1836,ask,95600,2000.0,22.0,1999.5,1
1837,bid,95700,1997.0,32.0,1998.5,0
1838,ask,95700,2000.0,32.0,1998.5,1
1839,bid,95800,1994.0,25.0,1996.0,0
1840,ask,95800,1998.0,26.0,1996.0,1
1841,bid,95900,1994.0,25.0,1995.0,0
1842,ask,95900,1997.0,25.0,1995.0,1
1843,bid,96000,1995.0,21.0,1996.5,0
1844,ask,96000,1998.0,21.0,1996.5,1
1845,bid,96100,1995.0,30.0,1997.0,0
1846,ask,96100,1999.0,30.0,1997.0,1
1847,bid,96200,1995.0,27.0,1997.5,0
1848,ask,96200,1999.0,29.0,1997.5,1
1849,bid,96300,1996.0,24.0,1998.0,0
1850,ask,96300,2000.0,24.0,1998.0,1
1851,bid,96400,1996.0,26.0,1998.5,0
1852,ask,96400,2000.0,27.0,1998.5,1
1853,bid,96500,1997.0,23.0,1998.5,0
1854,ask,96500,2000.0,23.0,1998.5,1
1855,bid,96600,1996.0,31.0,1998.0,0
1856,ask,96600,2000.0,31.0,1998.0,1
1857,bid,96700,1996.0,23.0,1998.5,0
1858,ask,96700,2000.0,25.0,1998.5,1
1859,bid,96800,1997.0,27.0,1999.5,0
1860,ask,96800,2000.0,27.0,1999.5,1
1861,bid,96900,1997.0,21.0,1998.5,0
1862,ask,96900,2000.0,21.0,1998.5,1
1863,bid,97000,1995.0,24.0,1995.5,0
1864,ask,97000,1999.0,24.0,1995.5,1
1865,bid,97200,1996.0,22.0,1998.0,0
1866,ask,97200,2000.0,22.0,1998.0,1
1867,bid,97300,1996.0,32.0,1997.5,0
1868,ask,97300,1999.0,32.0,1997.5,1
1869,bid,97400,1997.0,30.0,1999.5,0
1870,ask,97400,2001.0,31.0,1999.5,1
1871,bid,97500,1997.0,22.0,1999.5,0
1872,ask,97500,2000.0,22.0,1999.5,1
1873,bid,97600,1997.0,31.0,1998.5,0
1874,ask,97600,2000.0,31.0,1998.5,1
1875,bid,97700,1997.0,32.0,1999.0,0
1876,ask,97700,2001.0,32.0,1999.0,1
1877,bid,97800,1997.0,24.0,1998.5,0
1878,ask,97800,2000.0,24.0,1998.5,1
1879,bid,97900,1997.0,30.0,1998.5,0
1880,ask,97900,2000.0,30.0,1998.5,1
1881,bid,98000,1996.0,31.0,1997.5,0
1882,ask,98000,1999.0,31.0,1997.5,1
1883,bid,98100,1996.0,27.0,1999.0,0
1884,ask,98100,2000.0,27.0,1999.0,1
1885,bid,98200,1996.0,26.0,1997.0,0
1886,ask,98200,2000.0,27.0,1997.0,1
1887,bid,98300,1996.0,22.0,1997.0,0
1888,ask,98300,1999.0,26.0,1997.0,1
1889,bid,98400,1996.0,25.0,1997.5,0
1890,ask,98400,1999.0,26.0,1997.5,1
1891,bid,98500,1996.0,25.0,1998.5,0
1892,ask,98500,1999.0,25.0,1998.5,1
1893,bid,98600,1996.0,21.0,1997.5,0
1894,bid,98700,1996.0,29.0,1997.5,0
1895,ask,98700,1999.0,29.0,1997.5,1
1896,bid,98800,1998.0,32.0,1999.5,0
1897,ask,98800,2001.0,32.0,1999.5,1
1898,bid,98900,1998.0,25.0,2000.0,0
1899,ask,98900,2001.0,25.0,2000.0,1
1900,bid,99000,1998.0,23.0,1999.0,0
1901,ask,99000,2001.0,23.0,1999.0,1
1902,bid,99100,1998.0,22.0,1999.0,0
1903,ask,99100,2001.0,22.0,1999.0,1
1904,ask,99200,2000.0,31.0,1999.5,1
1905,ask,99300,2000.0,21.0,1997.5,1
1906,bid,99400,1997.0,24.0,1999.5,0
1907,ask,99400,2001.0,26.0,1999.5,1
1908,bid,99500,1997.0,34.0,1999.5,0
1909,ask,99500,2000.0,30.0,1999.5,1
1910,bid,99600,1995.0,28.0,1996.5,0
1911,ask,99600,1998.0,28.0,1996.5,1
1912,bid,99700,1995.0,31.0,1996.5,0
1913,ask,99700,1998.0,31.0,1996.5,1
1914,bid,99800,1995.0,35.0,1995.5,0
1915,ask,99800,1998.0,29.0,1995.5,1
1916,bid,99900,1995.0,28.0,1996.5,0
1917,ask,99900,1998.0,28.0,1996.5,1
1918,bid,100000,1996.0,30.0,1997.5,0
1919,ask,100000,1999.0,30.0,1997.5,1
1920,bid,100100,1995.0,27.0,1996.5,0
1921,ask,100100,1998.0,28.0,1996.5,1
1922,bid,100200,1994.0,22.0,1995.5,0
1923,ask,100200,1997.0,22.0,1995.5,1
1924,bid,100300,1992.0,28.0,1993.5,0
1925,ask,100300,1996.0,27.0,1993.5,1
1926,ask,100400,1997.0,21.0,1996.5,1
1927,bid,100500,1994.0,24.0,1996.0,0
1928,ask,100500,1998.0,24.0,1996.0,1
1929,bid,100600,1995.0,31.0,1996.5,0
1930,ask,100600,1998.0,31.0,1996.5,1
1931,bid,100700,1995.0,27.0,1996.5,0
1932,ask,100700,1998.0,27.0,1996.5,1
1933,bid,100800,1996.0,22.0,1997.5,0
1934,ask,100800,1999.0,22.0,1997.5,1
1935,bid,100900,1995.0,26.0,1996.5,0
1936,ask,100900,1998.0,26.0,1996.5,1
1937,bid,101000,1994.0,21.0,1996.0,0
1938,ask,101000,1998.0,21.0,1996.0,1
1939,bid,101100,1995.0,28.0,1997.0,0
1940,ask,101100,1999.0,27.0,1997.0,1
1941,bid,101200,1995.0,23.0,1996.5,0
1942,ask,101200,1998.0,23.0,1996.5,1
1943,bid,101300,1996.0,28.0,1998.0,0
1944,ask,101300,2000.0,27.0,1998.0,1
1945,bid,101400,1996.0,26.0,1998.0,0
1946,ask,101400,2000.0,26.0,1998.0,1
1947,bid,101500,1998.0,26.0,1999.0,0
1948,ask,101500,2001.0,26.0,1999.0,1
1949,bid,101600,1997.0,28.0,1999.0,0
1950,ask,101600,2001.0,28.0,1999.0,1
1951,bid,101700,1999.0,22.0,2000.5,0
1952,ask,101700,2002.0,22.0,2000.5,1
1953,bid,101800,1998.0,23.0,1999.5,0
1954,ask,101800,2001.0,23.0,1999.5,1
1955,bid,101900,1998.0,21.0,1999.5,0
1956,ask,101900,2001.0,21.0,1999.5,1
1957,bid,102000,1998.0,25.0,1999.5,0
1958,ask,102000,2001.0,25.0,1999.5,1
1959,bid,102100,1997.0,23.0,1998.0,0
1960,ask,102100,2001.0,22.0,1998.0,1
1961,bid,102200,1998.0,31.0,1999.5,0
1962,ask,102200,2001.0,31.0,1999.5,1
1963,bid,102300,1998.0,36.0,1999.5,0
1964,ask,102300,2001.0,30.0,1999.5,1
1965,bid,102400,1998.0,30.0,1999.0,0
1966,ask,102400,2002.0,31.0,1999.0,1
1967,bid,102500,1998.0,30.0,2001.5,0
1968,ask,102500,2002.0,30.0,2001.5,1
1969,bid,102600,1999.0,23.0,2000.5,0
1970,ask,102600,2002.0,23.0,2000.5,1
1971,bid,102700,1998.0,30.0,1999.5,0
1972,ask,102700,2001.0,22.0,1999.5,1
1973,bid,102800,1998.0,29.0,1999.5,0
1974,ask,102800,2001.0,29.0,1999.5,1
1975,bid,102900,1998.0,25.0,1999.5,0
1976,ask,102900,2001.0,25.0,1999.5,1
1977,bid,103000,1998.0,30.0,2000.0,0
1978,ask,103000,2002.0,28.0,2000.0,1
1979,bid,103100,1999.0,22.0,2000.5,0
1980,ask,103100,2002.0,22.0,2000.5,1
1981,bid,103200,2000.0,24.0,2001.5,0
1982,ask,103200,2003.0,24.0,2001.5,1
1983,bid,103300,2001.0,21.0,2003.5,0
1984,ask,103300,2004.0,21.0,2003.5,1
1985,bid,103400,2002.0,29.0,2003.0,0
1986,ask,103400,2005.0,29.0,2003.0,1
1987,bid,103500,2001.0,31.0,2002.5,0
1988,ask,103500,2005.0,29.0,2002.5,1
1989,bid,103600,2001.0,31.0,2003.5,0
1990,ask,103600,2005.0,29.0,2003.5,1
1991,bid,103700,2002.0,30.0,2003.5,0
1992,ask,103700,2005.0,22.0,2003.5,1
1993,bid,103800,2002.0,31.0,2003.5,0
1994,ask,103800,2005.0,31.0,2003.5,1
1995,bid,103900,2001.0,22.0,2002.5,0
1996,ask,103900,2004.0,22.0,2002.5,1
1997,bid,104000,2001.0,29.0,2002.5,0
1998,ask,104000,2004.0,29.0,2002.5,1
1999,bid,104100,2000.0,30.0,2000.5,0
2000,ask,104100,2003.0,30.0,2000.5,1
2001,bid,104200,2000.0,23.0,2001.5,0
2002,ask,104200,2003.0,23.0,2001.5,1
2003,bid,104300,2000.0,24.0,2001.5,0
2004,ask,104300,2003.0,24.0,2001.5,1
2005,bid,104400,2001.0,29.0,2003.0,0
2006,ask,104400,2004.0,21.0,2003.0,1
2007,bid,104500,2001.0,28.0,2002.5,0
2008,ask,104500,2004.0,25.0,2002.5,1
2009,bid,104600,2001.0,30.0,2002.5,0
2010,ask,104600,2004.0,27.0,2002.5,1
2011,bid,104700,2000.0,24.0,2001.5,0
2012,ask,104700,2003.0,25.0,2001.5,1
2013,bid,104800,2000.0,27.0,2002.0,0
2014,ask,104800,2004.0,25.0,2002.0,1
2015,bid,104900,1999.0,27.0,2002.5,0
2016,ask,104900,2003.0,28.0,2002.5,1
2017,bid,105000,2000.0,31.0,2001.5,0
2018,ask,105000,2003.0,31.0,2001.5,1
2019,bid,105100,1998.0,29.0,1999.5,0
2020,ask,105100,2001.0,29.0,1999.5,1
2021,bid,105200,1998.0,21.0,1999.5,0
2022,ask,105200,2001.0,22.0,1999.5,1
2023,bid,105300,1998.0,26.0,1999.5,0
2024,ask,105300,2001.0,23.0,1999.5,1
2025,bid,105400,1998.0,29.0,1999.0,0
2026,ask,105400,2001.0,29.0,1999.0,1
2027,bid,105500,1998.0,22.0,1999.5,0
2028,ask,105500,2001.0,22.0,1999.5,1
2029,bid,105600,1998.0,29.0,1999.0,0
2030,ask,105600,2001.0,29.0,1999.0,1
2031,bid,105700,1999.0,31.0,2000.5,0
2032,ask,105700,2002.0,31.0,2000.5,1
2033,bid,105800,1999.0,28.0,1999.5,0
2034,ask,105800,2003.0,28.0,1999.5,1
2035,bid,105900,1998.0,27.0,2000.0,0
2036,ask,105900,2002.0,27.0,2000.0,1
2037,bid,106000,1998.0,23.0,2000.0,0
2038,ask,106000,2002.0,23.0,2000.0,1
2039,bid,106100,1997.0,26.0,1999.0,0
2040,ask,106100,2001.0,26.0,1999.0,1
2041,bid,106200,1998.0,23.0,2000.5,0
2042,ask,106200,2002.0,23.0,2000.5,1
2043,bid,106300,1998.0,22.0,1999.5,0
2044,ask,106300,2001.0,22.0,1999.5,1
2045,bid,106400,1999.0,26.0,2000.5,0
2046,ask,106400,2002.0,26.0,2000.5,1
2047,bid,106500,1998.0,22.0,2000.0,0
2048,ask,106500,2002.0,22.0,2000.0,1
2049,bid,106700,1999.0,30.0,2000.0,0
2050,ask,106700,2002.0,30.0,2000.0,1
2051,bid,106800,1999.0,23.0,2000.5,0
2052,ask,106800,2002.0,23.0,2000.5,1
2053,bid,106900,1999.0,23.0,1999.5,0
2054,ask,106900,2003.0,23.0,1999.5,1
2055,bid,107000,1999.0,27.0,2001.0,0
2056,ask,107000,2003.0,27.0,2001.0,1
2057,bid,107100,1999.0,29.0,2002.5,0
2058,ask,107100,2003.0,30.0,2002.5,1
2059,bid,107200,1999.0,26.0,2001.0,0
2060,ask,107200,2003.0,26.0,2001.0,1
2061,bid,107300,1998.0,29.0,1999.0,0
2062,ask,107300,2002.0,29.0,1999.0,1
2063,bid,107400,1999.0,25.0,2001.0,0
2064,ask,107400,2003.0,25.0,2001.0,1
2065,bid,107500,1999.0,25.0,2000.5,0
2066,ask,107500,2003.0,23.0,2000.5,1
2067,ask,107600,2001.0,22.0,1999.5,1
2068,bid,107700,1998.0,24.0,2000.5,0
2069,ask,107700,2001.0,22.0,2000.5,1
2070,bid,107800,1997.0,22.0,2000.5,0
2071,ask,107800,2001.0,22.0,2000.5,1
2072,bid,107900,1997.0,25.0,1998.5,0
2073,ask,107900,2001.0,23.0,1998.5,1
2074,bid,108000,1996.0,32.0,1997.5,0
2075,ask,108000,1999.0,32.0,1997.5,1
2076,bid,108100,1999.0,24.0,2000.5,0
2077,ask,108100,2002.0,29.0,2000.5,1
2078,bid,108200,1998.0,25.0,1999.5,0
2079,ask,108200,2001.0,25.0,1999.5,1
2080,bid,108300,1998.0,27.0,1999.5,0
2081,ask,108300,2001.0,27.0,1999.5,1
2082,bid,108400,1996.0,27.0,1999.5,0
2083,ask,108400,2000.0,27.0,1999.5,1
2084,bid,108500,1998.0,26.0,1998.5,0
2085,ask,108500,2001.0,26.0,1998.5,1
2086,bid,108600,1998.0,24.0,1999.5,0
2087,ask,108600,2001.0,26.0,1999.5,1
2088,bid,108700,1997.0,26.0,1999.0,0
2089,ask,108700,2001.0,26.0,1999.0,1
2090,ask,108800,2001.0,21.0,1999.0,1
2091,bid,108900,1997.0,28.0,1998.5,0
2092,ask,108900,2000.0,28.0,1998.5,1
2093,bid,109000,1997.0,22.0,1998.0,0
2094,ask,109000,2001.0,22.0,1998.0,1
2095,bid,109100,1997.0,21.0,2000.0,0
2096,ask,109100,2001.0,23.0,2000.0,1
2097,bid,109200,1997.0,31.0,1998.5,0
2098,ask,109200,2000.0,26.0,1998.5,1
2099,bid,109300,1997.0,23.0,1998.5,0
2100,ask,109300,2000.0,23.0,1998.5,1
2101,bid,109400,1997.0,30.0,1999.5,0
2102,ask,109400,2000.0,30.0,1999.5,1
2103,bid,109500,1997.0,22.0,1998.5,0
2104,ask,109500,2000.0,22.0,1998.5,1
2105,bid,109600,1997.0,23.0,1999.0,0
2106,ask,109600,2001.0,23.0,1999.0,1
2107,bid,109700,1997.0,28.0,1998.5,0
2108,ask,109700,2001.0,27.0,1998.5,1
2109,bid,109800,1997.0,29.0,1998.5,0
2110,ask,109800,2000.0,29.0,1998.5,1
2111,bid,109900,1998.0,26.0,1999.0,0
2112,ask,109900,2001.0,26.0,1999.0,1
2113,bid,110000,1999.0,32.0,2000.5,0
2114,ask,110000,2002.0,30.0,2000.5,1
2115,bid,110100,1999.0,28.0,2001.5,0
2116,ask,110100,2002.0,24.0,2001.5,1
2117,bid,110200,1999.0,23.0,2000.5,0
2118,ask,110200,2002.0,23.0,2000.5,1
2119,bid,110300,1999.0,30.0,2000.5,0
2120,ask,110300,2002.0,30.0,2000.5,1
2121,bid,110400,1999.0,29.0,2001.0,0
2122,ask,110400,2003.0,29.0,2001.0,1
2123,bid,110500,1999.0,23.0,2001.0,0
2124,ask,110500,2003.0,23.0,2001.0,1
2125,bid,110600,1999.0,23.0,2000.5,0
2126,ask,110600,2002.0,23.0,2000.5,1
2127,bid,110700,2000.0,22.0,2001.5,0
2128,ask,110700,2003.0,22.0,2001.5,1
2129,bid,110800,1999.0,27.0,2001.0,0
2130,ask,110800,2003.0,27.0,2001.0,1
2131,bid,110900,1998.0,32.0,1999.5,0
2132,ask,110900,2001.0,32.0,1999.5,1
2133,bid,111000,1998.0,28.0,2000.0,0
2134,ask,111000,2002.0,28.0,2000.0,1
2135,bid,111100,1998.0,21.0,1999.5,0
2136,ask,111100,2001.0,21.0,1999.5,1
2137,bid,111200,2000.0,27.0,2000.5,0
2138,ask,111200,2003.0,27.0,2000.5,1
2139,bid,111400,2000.0,28.0,2002.0,0
2140,ask,111400,2004.0,28.0,2002.0,1
2141,bid,111500,2000.0,25.0,2001.0,0
2142,ask,111500,2003.0,25.0,2001.0,1
2143,bid,111600,2000.0,29.0,2001.0,0
2144,ask,111600,2004.0,31.0,2001.0,1
2145,bid,111700,2001.0,28.0,2002.5,0
2146,ask,111700,2004.0,28.0,2002.5,1
2147,bid,111800,2001.0,34.0,2002.5,0
2148,ask,111800,2004.0,26.0,2002.5,1
2149,bid,111900,2001.0,26.0,2002.5,0
2150,ask,111900,2004.0,26.0,2002.5,1
2151,bid,112000,2001.0,28.0,2003.0,0
2152,ask,112000,2004.0,28.0,2003.0,1
2153,bid,112100,2001.0,25.0,2002.5,0
2154,ask,112100,2004.0,25.0,2002.5,1
2155,bid,112200,2001.0,29.0,2003.5,0
2156,ask,112200,2005.0,29.0,2003.5,1
2157,bid,112300,1999.0,25.0,2000.5,0
2158,ask,112300,2002.0,23.0,2000.5,1
2159,bid,112400,1999.0,29.0,2001.5,0
2160,ask,112400,2002.0,29.0,2001.5,1
2161,bid,112500,1998.0,26.0,2000.0,0
2162,ask,112500,2002.0,27.0,2000.0,1
2163,bid,112600,1999.0,30.0,2000.0,0
2164,ask,112600,2002.0,30.0,2000.0,1
2165,bid,112700,1998.0,22.0,2000.0,0
2166,ask,112700,2002.0,22.0,2000.0,1
2167,bid,112800,1998.0,22.0,2000.0,0
2168,bid,112900,1999.0,23.0,2000.0,0
2169,ask,112900,2002.0,23.0,2000.0,1
2170,bid,113000,1999.0,23.0,2001.5,0
2171,ask,113000,2003.0,24.0,2001.5,1
2172,bid,113100,2000.0,25.0,2002.5,0
2173,ask,113100,2003.0,25.0,2002.5,1
2174,bid,113200,1999.0,27.0,2001.0,0
2175,ask,113200,2003.0,28.0,2001.0,1
2176,bid,113300,2000.0,21.0,2001.0,0
2177,ask,113300,2003.0,21.0,2001.0,1
2178,bid,113400,2000.0,21.0,2001.0,0
2179,ask,113400,2003.0,21.0,2001.0,1
2180,bid,113500,1999.0,26.0,2000.5,0
2181,bid,113600,1998.0,27.0,2000.0,0
2182,ask,113600,2002.0,28.0,2000.0,1
2183,bid,113700,1999.0,24.0,2000.5,0
2184,ask,113700,2003.0,26.0,2000.5,1
2185,bid,113800,2000.0,28.0,2001.0,0
2186,ask,113800,2003.0,28.0,2001.0,1
2187,bid,113900,2000.0,28.0,2002.5,0
2188,ask,113900,2004.0,28.0,2002.5,1
2189,bid,114000,2000.0,26.0,2001.5,0
2190,ask,114000,2003.0,26.0,2001.5,1
2191,bid,114100,2001.0,31.0,2003.5,0
2192,ask,114100,2004.0,28.0,2003.5,1
2193,bid,114200,2000.0,28.0,2001.5,0
2194,ask,114200,2003.0,28.0,2001.5,1
2195,bid,114300,2000.0,21.0,2002.0,0
2196,ask,114300,2004.0,22.0,2002.0,1
2197,bid,114400,2000.0,25.0,2001.0,0
2198,ask,114400,2004.0,23.0,2001.0,1
2199,bid,114500,2000.0,28.0,2001.0,0
2200,ask,114500,2003.0,28.0,2001.0,1
2201,bid,114600,1999.0,21.0,2000.5,0
2202,ask,114600,2002.0,21.0,2000.5,1
2203,bid,114700,1999.0,31.0,2000.5,0
2204,ask,114700,2002.0,26.0,2000.5,1
2205,bid,114800,1998.0,31.0,1999.0,0
2206,ask,114800,2002.0,31.0,1999.0,1
2207,bid,114900,1999.0,25.0,2000.5,0
2208,ask,114900,2002.0,25.0,2000.5,1
2209,bid,115000,1999.0,23.0,2000.5,0
2210,ask,115000,2002.0,24.0,2000.5,1
2211,bid,115100,2000.0,26.0,2001.0,0
2212,ask,115100,2003.0,26.0,2001.0,1
2213,bid,115200,2000.0,21.0,2001.5,0
2214,ask,115200,2003.0,22.0,2001.5,1
2215,bid,115300,1999.0,28.0,2000.5,0
2216,ask,115300,2002.0,28.0,2000.5,1
2217,bid,115400,1999.0,34.0,2000.5,0
2218,ask,115400,2002.0,26.0,2000.5,1
2219,bid,115500,1999.0,30.0,2000.5,0
2220,ask,115500,2002.0,30.0,2000.5,1
2221,bid,115600,1999.0,24.0,2000.5,0
2222,ask,115600,2002.0,27.0,2000.5,1
2223,bid,115700,1998.0,25.0,1999.0,0
2224,ask,115700,2001.0,25.0,1999.0,1
2225,bid,115800,1998.0,31.0,2000.5,0
2226,ask,115800,2002.0,30.0,2000.5,1
2227,bid,115900,1999.0,23.0,2000.5,0
2228,ask,115900,2002.0,23.0,2000.5,1
2229,bid,116000,1998.0,27.0,1999.0,0
2230,ask,116000,2001.0,27.0,1999.0,1
2231,bid,116100,1999.0,32.0,2000.5,0
2232,ask,116100,2002.0,32.0,2000.5,1
2233,bid,116200,1998.0,23.0,1999.5,0
2234,ask,116200,2001.0,23.0,1999.5,1
2235,bid,116300,1998.0,23.0,2000.5,0
2236,ask,116300,2002.0,25.0,2000.5,1
2237,bid,116400,1999.0,23.0,2000.0,0
2238,ask,116400,2002.0,23.0,2000.0,1
2239,bid,116500,2000.0,30.0,2001.5,0
2240,ask,116500,2003.0,30.0,2001.5,1
2241,bid,116600,1999.0,22.0,1999.5,0
2242,bid,116700,1999.0,30.0,2002.5,0
2243,ask,116700,2003.0,30.0,2002.5,1
2244,bid,116800,2000.0,25.0,2001.5,0
2245,ask,116800,2003.0,25.0,2001.5,1
2246,bid,116900,2000.0,32.0,2000.5,0
2247,ask,116900,2003.0,32.0,2000.5,1
2248,bid,117000,2000.0,24.0,2001.0,0
2249,ask,117000,2003.0,24.0,2001.0,1
2250,bid,117100,2000.0,27.0,2001.0,0
2251,ask,117100,2004.0,25.0,2001.0,1
2252,bid,117200,2000.0,26.0,2001.5,0
2253,ask,117200,2003.0,26.0,2001.5,1
2254,bid,117300,2001.0,27.0,2002.0,0
2255,ask,117300,2004.0,27.0,2002.0,1
2256,bid,117400,2000.0,26.0,2002.5,0
2257,ask,117400,2004.0,28.0,2002.5,1
2258,bid,117500,2001.0,27.0,2002.5,0
2259,ask,117500,2004.0,26.0,2002.5,1
2260,bid,117600,2001.0,23.0,2002.5,0
2261,ask,117600,2004.0,23.0,2002.5,1
2262,bid,117700,2001.0,27.0,2004.0,0
2263,ask,117700,2005.0,27.0,2004.0,1
2264,bid,117800,2001.0,26.0,2001.5,0
2265,ask,117800,2005.0,26.0,2001.5,1
2266,bid,117900,2001.0,22.0,2003.0,0
2267,ask,117900,2005.0,22.0,2003.0,1
2268,bid,118000,2002.0,35.0,2003.5,0
2269,ask,118000,2005.0,28.0,2003.5,1
2270,bid,118100,2002.0,29.0,2003.5,0
2271,ask,118100,2005.0,29.0,2003.5,1
2272,bid,118200,2002.0,32.0,2004.0,0
2273,ask,118200,2005.0,29.0,2004.0,1
2274,bid,118300,2002.0,26.0,2003.5,0
2275,ask,118300,2005.0,26.0,2003.5,1
2276,bid,118400,2002.0,28.0,2003.5,0
2277,ask,118400,2005.0,23.0,2003.5,1
2278,bid,118500,2001.0,30.0,2002.0,0
2279,ask,118500,2004.0,30.0,2002.0,1
2280,bid,118600,2001.0,30.0,2002.5,0
2281,ask,118600,2004.0,31.0,2002.5,1
2282,bid,118700,2001.0,28.0,2003.0,0
2283,ask,118700,2005.0,28.0,2003.0,1
2284,bid,118800,2001.0,29.0,2002.5,0
2285,ask,118800,2004.0,29.0,2002.5,1
2286,bid,118900,2000.0,29.0,2001.5,0
2287,ask,118900,2003.0,29.0,2001.5,1
2288,bid,119000,2000.0,32.0,2001.0,0
2289,ask,119000,2004.0,32.0,2001.0,1
2290,bid,119100,2001.0,23.0,2003.0,0
2291,ask,119100,2005.0,23.0,2003.0,1
2292,bid,119200,2001.0,31.0,2002.5,0
2293,ask,119200,2004.0,27.0,2002.5,1
2294,bid,119300,2000.0,29.0,2002.0,0
2295,ask,119300,2004.0,29.0,2002.0,1
2296,bid,119400,2001.0,24.0,2002.5,0
2297,ask,119400,2004.0,24.0,2002.5,1
2298,bid,119500,2001.0,26.0,2002.5,0
2299,ask,119500,2004.0,27.0,2002.5,1
2300,bid,119600,2001.0,21.0,2002.5,0
2301,ask,119600,2004.0,21.0,2002.5,1
