id,side,timestamp,price,volume,mid_price
7363,bid,383100,1970.0,28.0,1972.5
7364,ask,383100,1973.0,28.0,1972.5
7365,bid,383200,1970.0,26.0,1971.5
7366,ask,383200,1973.0,27.0,1971.5
7367,bid,383300,1970.0,28.0,1972.5
7368,ask,383300,1973.0,28.0,1972.5
7369,bid,383400,1971.0,23.0,1972.5
7370,ask,383400,1975.0,23.0,1972.5
7371,bid,383500,1971.0,23.0,1972.0
7372,ask,383500,1975.0,23.0,1972.0
7373,bid,383600,1971.0,21.0,1972.5
7374,ask,383600,1974.0,21.0,1972.5
7375,bid,383700,1972.0,27.0,1973.5
7376,ask,383700,1975.0,27.0,1973.5
7377,bid,383800,1973.0,28.0,1974.0
7378,ask,383800,1976.0,29.0,1974.0
7379,bid,383900,1972.0,23.0,1974.0
7380,ask,383900,1976.0,23.0,1974.0
7381,bid,384000,1972.0,24.0,1974.5
7382,ask,384000,1975.0,24.0,1974.5
7383,bid,384100,1972.0,30.0,1973.5
7384,ask,384100,1975.0,30.0,1973.5
7385,bid,384200,1971.0,27.0,1972.0
7386,ask,384200,1975.0,27.0,1972.0
7387,bid,384300,1970.0,27.0,1973.0
7388,ask,384300,1974.0,27.0,1973.0
7389,bid,384400,1972.0,24.0,1973.5
7390,ask,384400,1975.0,24.0,1973.5
7391,bid,384500,1972.0,27.0,1974.5
7392,ask,384500,1975.0,27.0,1974.5
7393,bid,384600,1972.0,31.0,1973.5
7394,ask,384600,1975.0,31.0,1973.5
7395,bid,384700,1972.0,30.0,1974.0
7396,ask,384700,1976.0,30.0,1974.0
7397,bid,384800,1973.0,24.0,1974.5
7398,ask,384800,1976.0,21.0,1974.5
7399,bid,384900,1973.0,25.0,1974.5
7400,ask,384900,1976.0,25.0,1974.5
7401,bid,385000,1972.0,30.0,1973.5
7402,ask,385000,1975.0,30.0,1973.5
7403,bid,385100,1973.0,28.0,1974.5
7404,ask,385100,1976.0,27.0,1974.5
7405,bid,385200,1973.0,26.0,1974.0
7406,ask,385200,1976.0,26.0,1974.0
7407,bid,385300,1974.0,25.0,1976.0
7408,ask,385300,1978.0,25.0,1976.0
7409,bid,385400,1977.0,28.0,1978.5
7410,ask,385400,1980.0,29.0,1978.5
7411,bid,385500,1976.0,26.0,1977.5
7412,ask,385500,1979.0,26.0,1977.5
7413,bid,385600,1974.0,24.0,1976.5
7414,ask,385600,1978.0,24.0,1976.5
7415,bid,385700,1974.0,27.0,1975.5
7416,ask,385700,1977.0,27.0,1975.5
7417,bid,385800,1973.0,27.0,1975.0
7418,ask,385800,1977.0,27.0,1975.0
7419,bid,385900,1972.0,29.0,1973.5
7420,ask,385900,1975.0,29.0,1973.5
7421,bid,386000,1973.0,24.0,1975.5
7422,ask,386000,1976.0,24.0,1975.5
7423,ask,386100,1975.0,22.0,1972.5
7424,bid,386200,1970.0,25.0,1971.5
7425,ask,386200,1973.0,25.0,1971.5
7426,bid,386300,1971.0,25.0,1972.5
7427,ask,386300,1974.0,22.0,1972.5
7428,bid,386400,1972.0,25.0,1973.5
7429,ask,386400,1976.0,24.0,1973.5
7430,bid,386500,1972.0,23.0,1974.0
7431,ask,386500,1976.0,23.0,1974.0
7432,bid,386600,1971.0,27.0,1972.5
7433,ask,386600,1975.0,29.0,1972.5
7434,bid,386700,1972.0,21.0,1974.0
7435,ask,386700,1976.0,21.0,1974.0
7436,bid,386800,1971.0,25.0,1973.5
7437,ask,386800,1974.0,25.0,1973.5
7438,bid,386900,1972.0,28.0,1972.5
7439,ask,386900,1975.0,28.0,1972.5
7440,bid,387000,1973.0,29.0,1974.5
7441,ask,387000,1976.0,29.0,1974.5
7442,bid,387100,1973.0,24.0,1975.5
7443,ask,387100,1977.0,24.0,1975.5
7444,bid,387200,1973.0,26.0,1974.5
7445,ask,387200,1976.0,26.0,1974.5
7446,bid,387300,1971.0,29.0,1972.0
7447,ask,387300,1974.0,29.0,1972.0
7448,bid,387400,1973.0,35.0,1974.5
7449,ask,387400,1976.0,29.0,1974.5
7450,bid,387500,1970.0,29.0,1971.5
7451,ask,387500,1973.0,29.0,1971.5
7452,bid,387600,1972.0,27.0,1973.5
7453,ask,387600,1975.0,28.0,1973.5
7454,bid,387700,1973.0,29.0,1975.5
7455,ask,387700,1976.0,29.0,1975.5
7456,bid,387800,1974.0,22.0,1976.5
7457,ask,387800,1978.0,23.0,1976.5
7458,bid,387900,1974.0,21.0,1976.0
7459,ask,387900,1978.0,21.0,1976.0
7460,bid,388000,1974.0,24.0,1975.0
7461,ask,388000,1978.0,24.0,1975.0
7462,bid,388100,1975.0,23.0,1976.5
7463,ask,388100,1978.0,23.0,1976.5
7464,bid,388200,1974.0,32.0,1976.5
7465,ask,388200,1977.0,26.0,1976.5
7466,bid,388400,1974.0,25.0,1975.5
7467,ask,388400,1977.0,25.0,1975.5
7468,ask,388500,1978.0,22.0,1976.0
7469,bid,388600,1974.0,32.0,1975.5
7470,ask,388600,1977.0,26.0,1975.5
7471,bid,388700,1973.0,23.0,1974.5
7472,ask,388700,1976.0,23.0,1974.5
7473,bid,388800,1972.0,27.0,1973.5
7474,ask,388800,1975.0,27.0,1973.5
7475,bid,388900,1972.0,26.0,1973.5
7476,ask,388900,1975.0,26.0,1973.5
7477,bid,389000,1973.0,27.0,1974.0
7478,ask,389000,1977.0,27.0,1974.0
7479,bid,389100,1974.0,27.0,1975.5
7480,ask,389100,1978.0,25.0,1975.5
7481,bid,389200,1975.0,24.0,1976.0
7482,ask,389200,1979.0,24.0,1976.0
7483,bid,389300,1975.0,30.0,1977.0
7484,ask,389300,1979.0,30.0,1977.0
7485,bid,389400,1975.0,24.0,1977.0
7486,ask,389400,1979.0,24.0,1977.0
7487,bid,389600,1975.0,24.0,1976.5
7488,ask,389600,1978.0,24.0,1976.5
7489,bid,389700,1975.0,25.0,1975.5
7490,ask,389700,1978.0,25.0,1975.5
7491,bid,389800,1973.0,27.0,1974.5
7492,ask,389800,1976.0,27.0,1974.5
7493,bid,389900,1975.0,28.0,1977.5
7494,ask,389900,1978.0,28.0,1977.5
7495,bid,390000,1974.0,23.0,1977.0
7496,ask,390000,1978.0,25.0,1977.0
7497,bid,390100,1972.0,24.0,1974.5
7498,ask,390100,1975.0,24.0,1974.5
7499,bid,390200,1972.0,23.0,1974.0
7500,ask,390200,1975.0,23.0,1974.0
7501,bid,390300,1976.0,21.0,1977.5
7502,ask,390300,1979.0,21.0,1977.5
7503,ask,390400,1979.0,21.0,1977.0
7504,bid,390500,1973.0,30.0,1975.5
7505,ask,390500,1976.0,30.0,1975.5
7506,bid,390600,1974.0,27.0,1976.0
7507,ask,390600,1978.0,27.0,1976.0
7508,bid,390700,1976.0,25.0,1976.5
7509,ask,390700,1979.0,25.0,1976.5
7510,bid,390800,1976.0,31.0,1977.5
7511,ask,390800,1979.0,24.0,1977.5
7512,bid,390900,1976.0,27.0,1977.0
7513,ask,390900,1979.0,27.0,1977.0
7514,bid,391000,1976.0,22.0,1978.5
7515,ask,391000,1979.0,22.0,1978.5
7516,bid,391100,1976.0,24.0,1978.0
7517,ask,391100,1980.0,24.0,1978.0
7518,bid,391200,1976.0,29.0,1978.0
7519,ask,391200,1979.0,29.0,1978.0
7520,bid,391300,1975.0,29.0,1977.0
7521,ask,391300,1979.0,29.0,1977.0
7522,bid,391400,1976.0,22.0,1977.5
7523,ask,391400,1979.0,22.0,1977.5
7524,bid,391600,1974.0,25.0,1976.5
7525,ask,391600,1978.0,26.0,1976.5
7526,bid,391700,1973.0,29.0,1976.0
7527,ask,391700,1977.0,29.0,1976.0
7528,bid,391800,1974.0,30.0,1976.5
7529,ask,391800,1978.0,30.0,1976.5
7530,bid,391900,1974.0,30.0,1976.5
7531,ask,391900,1977.0,30.0,1976.5
7532,bid,392000,1974.0,30.0,1976.5
7533,ask,392000,1977.0,27.0,1976.5
7534,ask,392100,1978.0,21.0,1976.5
7535,bid,392200,1975.0,27.0,1976.0
7536,ask,392200,1979.0,27.0,1976.0
7537,bid,392400,1977.0,31.0,1978.0
7538,ask,392400,1980.0,31.0,1978.0
7539,bid,392500,1975.0,29.0,1977.0
7540,ask,392500,1979.0,29.0,1977.0
7541,bid,392600,1976.0,31.0,1977.5
7542,ask,392600,1979.0,31.0,1977.5
7543,bid,392700,1976.0,32.0,1977.5
7544,ask,392700,1979.0,24.0,1977.5
7545,bid,392800,1973.0,28.0,1974.5
7546,ask,392800,1976.0,28.0,1974.5
7547,bid,392900,1974.0,32.0,1975.5
7548,ask,392900,1977.0,25.0,1975.5
7549,bid,393000,1973.0,23.0,1975.0
7550,ask,393000,1977.0,23.0,1975.0
7551,bid,393100,1973.0,29.0,1974.0
7552,ask,393100,1976.0,29.0,1974.0
7553,bid,393200,1973.0,21.0,1975.0
7554,ask,393200,1977.0,21.0,1975.0
7555,bid,393300,1974.0,21.0,1975.5
7556,ask,393300,1978.0,22.0,1975.5
7557,bid,393400,1975.0,26.0,1976.5
7558,ask,393400,1978.0,26.0,1976.5
7559,bid,393500,1975.0,30.0,1977.5
7560,ask,393500,1979.0,30.0,1977.5
7561,bid,393600,1976.0,23.0,1977.5
7562,ask,393600,1979.0,23.0,1977.5
7563,bid,393700,1976.0,22.0,1978.5
7564,ask,393700,1980.0,24.0,1978.5
7565,bid,393800,1975.0,32.0,1978.5
7566,ask,393800,1979.0,32.0,1978.5
7567,bid,393900,1977.0,29.0,1978.5
7568,ask,393900,1980.0,29.0,1978.5
7569,bid,394000,1976.0,27.0,1977.0
7570,ask,394000,1980.0,27.0,1977.0
7571,bid,394100,1975.0,27.0,1976.5
7572,ask,394100,1978.0,27.0,1976.5
7573,bid,394200,1975.0,29.0,1976.0
7574,ask,394200,1978.0,29.0,1976.0
7575,bid,394300,1975.0,24.0,1977.0
7576,ask,394300,1979.0,24.0,1977.0
7577,bid,394400,1975.0,33.0,1976.5
7578,ask,394400,1978.0,25.0,1976.5
7579,bid,394500,1975.0,32.0,1976.0
7580,ask,394500,1979.0,32.0,1976.0
7581,bid,394600,1974.0,31.0,1976.0
7582,ask,394600,1978.0,31.0,1976.0
7583,bid,394700,1977.0,28.0,1978.0
7584,ask,394700,1980.0,28.0,1978.0
7585,bid,394800,1976.0,22.0,1977.5
7586,ask,394800,1980.0,23.0,1977.5
7587,bid,394900,1976.0,31.0,1977.5
7588,ask,394900,1979.0,23.0,1977.5
7589,bid,395000,1974.0,24.0,1976.0
7590,ask,395000,1978.0,24.0,1976.0
7591,bid,395100,1975.0,29.0,1976.5
7592,ask,395100,1978.0,29.0,1976.5
7593,bid,395200,1975.0,21.0,1976.0
7594,ask,395200,1979.0,21.0,1976.0
7595,bid,395300,1976.0,34.0,1977.5
7596,ask,395300,1979.0,27.0,1977.5
7597,bid,395400,1976.0,25.0,1977.0
7598,ask,395400,1980.0,25.0,1977.0
7599,bid,395500,1976.0,23.0,1977.5
7600,ask,395500,1979.0,23.0,1977.5
7601,bid,395600,1976.0,31.0,1977.5
7602,ask,395600,1979.0,31.0,1977.5
7603,bid,395700,1976.0,24.0,1977.0
7604,ask,395700,1980.0,24.0,1977.0
7605,bid,395800,1976.0,22.0,1978.5
7606,ask,395800,1979.0,22.0,1978.5
7607,bid,395900,1976.0,24.0,1978.0
7608,ask,395900,1980.0,24.0,1978.0
7609,bid,396000,1977.0,26.0,1978.5
7610,ask,396000,1980.0,26.0,1978.5
7611,bid,396100,1976.0,27.0,1979.5
7612,ask,396100,1980.0,29.0,1979.5
7613,bid,396200,1976.0,23.0,1978.5
7614,ask,396200,1979.0,21.0,1978.5
7615,bid,396300,1977.0,27.0,1979.5
7616,ask,396300,1981.0,27.0,1979.5
7617,bid,396400,1977.0,31.0,1978.5
7618,ask,396400,1980.0,31.0,1978.5
7619,bid,396500,1977.0,27.0,1978.5
7620,ask,396500,1980.0,27.0,1978.5
7621,bid,396600,1978.0,26.0,1981.0
7622,ask,396600,1982.0,26.0,1981.0
7623,bid,396700,1978.0,24.0,1979.5
7624,ask,396700,1982.0,22.0,1979.5
7625,bid,396800,1978.0,30.0,1980.0
7626,ask,396800,1982.0,30.0,1980.0
7627,bid,396900,1979.0,31.0,1980.5
7628,ask,396900,1982.0,31.0,1980.5
7629,bid,397000,1977.0,23.0,1978.0
7630,ask,397000,1981.0,22.0,1978.0
7631,bid,397100,1976.0,22.0,1978.5
7632,ask,397100,1980.0,22.0,1978.5
7633,bid,397200,1977.0,24.0,1978.5
7634,ask,397200,1980.0,25.0,1978.5
7635,bid,397300,1976.0,38.0,1977.5
7636,ask,397300,1979.0,30.0,1977.5
7637,bid,397400,1976.0,31.0,1977.5
7638,ask,397400,1979.0,25.0,1977.5
7639,bid,397500,1977.0,28.0,1978.5
7640,ask,397500,1980.0,28.0,1978.5
7641,bid,397600,1977.0,22.0,1978.5
7642,ask,397600,1980.0,22.0,1978.5
7643,bid,397700,1977.0,25.0,1978.5
7644,ask,397700,1980.0,25.0,1978.5
7645,bid,397800,1976.0,28.0,1977.5
7646,ask,397800,1979.0,28.0,1977.5
7647,bid,397900,1977.0,29.0,1978.5
7648,ask,397900,1980.0,25.0,1978.5
7649,bid,398000,1977.0,31.0,1979.5
7650,ask,398000,1980.0,30.0,1979.5
7651,bid,398100,1975.0,23.0,1976.5
7652,ask,398100,1978.0,23.0,1976.5
7653,bid,398200,1975.0,28.0,1976.5
7654,ask,398200,1978.0,28.0,1976.5
7655,bid,398300,1975.0,27.0,1976.5
7656,ask,398300,1978.0,23.0,1976.5
7657,bid,398400,1975.0,24.0,1977.0
7658,ask,398400,1979.0,24.0,1977.0
7659,bid,398500,1975.0,30.0,1975.5
7660,ask,398500,1979.0,30.0,1975.5
7661,bid,398600,1976.0,28.0,1977.5
7662,ask,398600,1979.0,28.0,1977.5
7663,bid,398700,1976.0,22.0,1978.0
7664,ask,398700,1979.0,22.0,1978.0
7665,bid,398800,1976.0,24.0,1977.5
7666,ask,398800,1979.0,25.0,1977.5
7667,bid,398900,1977.0,31.0,1978.5
7668,ask,398900,1980.0,31.0,1978.5
7669,bid,399000,1977.0,29.0,1979.5
7670,ask,399000,1981.0,30.0,1979.5
7671,bid,399100,1977.0,22.0,1978.0
7672,ask,399100,1980.0,22.0,1978.0
7673,bid,399200,1976.0,24.0,1978.0
7674,ask,399200,1980.0,24.0,1978.0
7675,bid,399300,1976.0,28.0,1977.5
7676,ask,399300,1979.0,28.0,1977.5
7677,bid,399400,1976.0,28.0,1978.5
7678,ask,399400,1980.0,29.0,1978.5
7679,bid,399500,1977.0,22.0,1979.5
7680,ask,399500,1981.0,23.0,1979.5
7681,bid,399600,1977.0,28.0,1978.5
7682,ask,399600,1980.0,28.0,1978.5
7683,bid,399700,1977.0,24.0,1978.5
7684,ask,399700,1980.0,24.0,1978.5
7685,bid,399800,1977.0,25.0,1979.5
7686,ask,399800,1981.0,26.0,1979.5
7687,bid,399900,1977.0,25.0,1979.5
7688,ask,399900,1981.0,26.0,1979.5
7689,bid,400000,1979.0,25.0,1980.5
7690,ask,400000,1982.0,24.0,1980.5
7691,bid,400100,1977.0,26.0,1978.0
7692,ask,400100,1980.0,26.0,1978.0
7693,bid,400200,1978.0,27.0,1979.5
7694,ask,400200,1981.0,28.0,1979.5
7695,bid,400300,1978.0,22.0,1979.0
7696,ask,400300,1981.0,22.0,1979.0
7697,bid,400400,1977.0,24.0,1978.5
7698,ask,400400,1980.0,24.0,1978.5
7699,bid,400500,1976.0,31.0,1977.0
7700,ask,400500,1980.0,31.0,1977.0
7701,bid,400600,1979.0,24.0,1980.5
7702,ask,400600,1982.0,24.0,1980.5
7703,bid,400700,1979.0,26.0,1980.5
7704,ask,400700,1982.0,26.0,1980.5
7705,bid,400800,1979.0,34.0,1980.5
7706,ask,400800,1982.0,30.0,1980.5
7707,bid,400900,1980.0,23.0,1981.0
7708,ask,400900,1983.0,23.0,1981.0
7709,bid,401000,1979.0,30.0,1981.0
7710,ask,401000,1983.0,30.0,1981.0
7711,bid,401100,1980.0,29.0,1981.5
7712,ask,401100,1983.0,24.0,1981.5
7713,bid,401200,1979.0,30.0,1980.0
7714,ask,401200,1982.0,30.0,1980.0
7715,bid,401300,1980.0,29.0,1981.5
7716,ask,401300,1983.0,29.0,1981.5
7717,bid,401400,1979.0,32.0,1979.5
7718,ask,401400,1983.0,30.0,1979.5
7719,bid,401500,1979.0,25.0,1980.0
7720,ask,401500,1982.0,25.0,1980.0
7721,bid,401600,1980.0,28.0,1982.0
7722,ask,401600,1983.0,24.0,1982.0
7723,bid,401700,1981.0,21.0,1982.5
7724,ask,401700,1984.0,21.0,1982.5
7725,bid,401800,1980.0,30.0,1981.5
7726,ask,401800,1983.0,30.0,1981.5
7727,bid,401900,1980.0,26.0,1981.5
7728,ask,401900,1983.0,26.0,1981.5
7729,bid,402000,1982.0,31.0,1983.5
7730,ask,402000,1985.0,31.0,1983.5
7731,bid,402100,1983.0,26.0,1984.5
7732,ask,402100,1986.0,26.0,1984.5
7733,bid,402200,1984.0,23.0,1985.5
7734,ask,402200,1987.0,23.0,1985.5
7735,bid,402300,1983.0,25.0,1985.0
7736,ask,402300,1987.0,25.0,1985.0
7737,bid,402400,1982.0,28.0,1984.5
7738,ask,402400,1986.0,30.0,1984.5
7739,bid,402500,1983.0,27.0,1985.5
7740,ask,402500,1986.0,27.0,1985.5
7741,bid,402600,1983.0,30.0,1985.0
7742,ask,402600,1987.0,31.0,1985.0
7743,bid,402700,1984.0,27.0,1986.5
7744,ask,402700,1988.0,29.0,1986.5
7745,bid,402800,1984.0,27.0,1986.5
7746,ask,402800,1988.0,27.0,1986.5
7747,bid,402900,1983.0,25.0,1984.5
7748,ask,402900,1987.0,27.0,1984.5
7749,bid,403000,1984.0,23.0,1986.5
7750,ask,403000,1988.0,24.0,1986.5
7751,bid,403100,1985.0,29.0,1986.5
7752,ask,403100,1989.0,28.0,1986.5
7753,bid,403200,1985.0,30.0,1987.5
7754,ask,403200,1989.0,32.0,1987.5
7755,bid,403300,1987.0,28.0,1988.0
7756,ask,403300,1990.0,28.0,1988.0
7757,bid,403400,1986.0,23.0,1987.5
7758,ask,403400,1990.0,22.0,1987.5
7759,bid,403500,1987.0,35.0,1988.5
7760,ask,403500,1990.0,29.0,1988.5
7761,bid,403600,1988.0,24.0,1989.5
7762,ask,403600,1992.0,22.0,1989.5
7763,bid,403700,1988.0,22.0,1989.5
7764,ask,403700,1991.0,22.0,1989.5
7765,bid,403800,1987.0,29.0,1988.5
7766,ask,403800,1990.0,30.0,1988.5
7767,bid,403900,1987.0,26.0,1988.0
7768,ask,403900,1990.0,26.0,1988.0
7769,bid,404000,1986.0,25.0,1986.5
7770,ask,404000,1990.0,25.0,1986.5
7771,bid,404100,1987.0,25.0,1988.5
7772,ask,404100,1990.0,27.0,1988.5
7773,bid,404200,1987.0,23.0,1989.0
7774,ask,404200,1991.0,23.0,1989.0
7775,bid,404300,1989.0,24.0,1990.5
7776,ask,404300,1992.0,24.0,1990.5
7777,bid,404400,1988.0,27.0,1989.5
7778,ask,404400,1991.0,27.0,1989.5
7779,bid,404500,1989.0,32.0,1990.0
7780,ask,404500,1993.0,32.0,1990.0
7781,bid,404600,1989.0,21.0,1991.0
7782,ask,404600,1993.0,21.0,1991.0
7783,bid,404700,1990.0,24.0,1991.5
7784,ask,404700,1993.0,24.0,1991.5
7785,bid,404800,1990.0,27.0,1991.5
7786,ask,404800,1993.0,27.0,1991.5
7787,bid,404900,1991.0,24.0,1993.0
7788,ask,404900,1995.0,24.0,1993.0
7789,bid,405000,1991.0,22.0,1992.5
7790,ask,405000,1994.0,22.0,1992.5
7791,bid,405100,1991.0,33.0,1992.5
7792,ask,405100,1994.0,27.0,1992.5
7793,bid,405200,1992.0,28.0,1993.5
7794,ask,405200,1995.0,27.0,1993.5
7795,bid,405300,1992.0,29.0,1994.0
7796,ask,405300,1996.0,28.0,1994.0
7797,bid,405400,1992.0,30.0,1992.5
7798,ask,405400,1995.0,29.0,1992.5
7799,bid,405500,1992.0,23.0,1993.0
7800,ask,405500,1996.0,23.0,1993.0
7801,bid,405600,1993.0,26.0,1994.5
7802,ask,405600,1996.0,26.0,1994.5
7803,bid,405700,1993.0,28.0,1994.5
7804,ask,405700,1997.0,26.0,1994.5
7805,bid,405800,1993.0,30.0,1994.5
7806,ask,405800,1996.0,30.0,1994.5
7807,bid,405900,1993.0,21.0,1995.0
7808,ask,405900,1997.0,21.0,1995.0
7809,bid,406000,1993.0,24.0,1994.0
7810,ask,406000,1997.0,24.0,1994.0
7811,bid,406100,1993.0,22.0,1994.5
7812,ask,406100,1996.0,22.0,1994.5
7813,bid,406200,1993.0,22.0,1994.0
7814,ask,406200,1996.0,22.0,1994.0
7815,bid,406300,1992.0,30.0,1993.5
7816,ask,406300,1995.0,30.0,1993.5
7817,bid,406400,1992.0,31.0,1994.0
7818,ask,406400,1996.0,29.0,1994.0
7819,bid,406500,1993.0,27.0,1995.5
7820,ask,406500,1997.0,27.0,1995.5
7821,bid,406600,1994.0,27.0,1995.0
7822,ask,406600,1997.0,27.0,1995.0
7823,bid,406700,1993.0,23.0,1994.5
7824,ask,406700,1996.0,23.0,1994.5
7825,bid,406800,1994.0,28.0,1995.5
7826,ask,406800,1997.0,28.0,1995.5
7827,bid,406900,1993.0,31.0,1994.5
7828,ask,406900,1996.0,31.0,1994.5
7829,bid,407000,1992.0,26.0,1994.0
7830,ask,407000,1996.0,26.0,1994.0
7831,bid,407100,1992.0,28.0,1994.5
7832,ask,407100,1996.0,29.0,1994.5
7833,bid,407200,1993.0,25.0,1995.0
7834,ask,407200,1996.0,25.0,1995.0
7835,bid,407300,1992.0,27.0,1993.0
7836,ask,407300,1995.0,27.0,1993.0
7837,bid,407400,1991.0,23.0,1993.5
7838,ask,407400,1995.0,24.0,1993.5
7839,bid,407500,1991.0,30.0,1993.5
7840,ask,407500,1994.0,30.0,1993.5
7841,bid,407600,1990.0,25.0,1992.5
7842,ask,407600,1994.0,23.0,1992.5
7843,bid,407700,1990.0,21.0,1991.5
7844,ask,407700,1993.0,21.0,1991.5
7845,bid,407800,1990.0,24.0,1992.0
7846,ask,407800,1994.0,24.0,1992.0
7847,bid,407900,1991.0,24.0,1992.0
7848,ask,407900,1994.0,24.0,1992.0
7849,bid,408000,1991.0,21.0,1992.5
7850,ask,408000,1994.0,21.0,1992.5
7851,ask,408100,1994.0,22.0,1992.5
7852,bid,408200,1990.0,23.0,1991.0
7853,ask,408200,1993.0,23.0,1991.0
7854,bid,408300,1988.0,34.0,1989.5
7855,ask,408300,1991.0,28.0,1989.5
7856,bid,408400,1988.0,30.0,1989.5
7857,ask,408400,1991.0,30.0,1989.5
7858,bid,408500,1988.0,24.0,1989.0
7859,ask,408500,1992.0,24.0,1989.0
7860,bid,408600,1987.0,22.0,1988.5
7861,ask,408600,1990.0,22.0,1988.5
7862,bid,408700,1986.0,24.0,1988.0
7863,ask,408700,1990.0,24.0,1988.0
7864,bid,408800,1986.0,25.0,1987.0
7865,ask,408800,1989.0,25.0,1987.0
7866,bid,408900,1986.0,28.0,1987.5
7867,ask,408900,1989.0,28.0,1987.5
7868,bid,409000,1986.0,28.0,1987.0
7869,ask,409000,1989.0,28.0,1987.0
7870,bid,409100,1985.0,21.0,1987.5
7871,ask,409100,1989.0,21.0,1987.5
7872,bid,409200,1984.0,29.0,1984.5
7873,ask,409200,1988.0,29.0,1984.5
7874,bid,409300,1984.0,28.0,1985.5
7875,ask,409300,1987.0,28.0,1985.5
7876,bid,409400,1983.0,26.0,1985.0
7877,ask,409400,1987.0,26.0,1985.0
7878,bid,409500,1983.0,25.0,1985.5
7879,ask,409500,1987.0,23.0,1985.5
7880,bid,409600,1983.0,26.0,1984.5
7881,ask,409600,1986.0,26.0,1984.5
7882,bid,409700,1983.0,30.0,1985.0
7883,ask,409700,1987.0,30.0,1985.0
7884,bid,409800,1984.0,24.0,1985.5
7885,ask,409800,1987.0,24.0,1985.5
7886,bid,409900,1984.0,35.0,1985.5
7887,ask,409900,1987.0,30.0,1985.5
7888,bid,410000,1982.0,27.0,1984.0
7889,ask,410000,1986.0,27.0,1984.0
7890,bid,410100,1982.0,27.0,1983.0
7891,ask,410100,1985.0,27.0,1983.0
7892,bid,410200,1982.0,22.0,1983.5
7893,ask,410200,1985.0,22.0,1983.5
7894,bid,410300,1982.0,34.0,1983.5
7895,ask,410300,1985.0,30.0,1983.5
7896,bid,410400,1983.0,23.0,1985.0
7897,ask,410400,1987.0,23.0,1985.0
7898,bid,410500,1984.0,27.0,1985.5
7899,ask,410500,1987.0,27.0,1985.5
7900,bid,410600,1985.0,29.0,1987.5
7901,ask,410600,1989.0,31.0,1987.5
7902,bid,410700,1986.0,29.0,1989.0
7903,ask,410700,1990.0,29.0,1989.0
7904,bid,410800,1984.0,30.0,1985.5
7905,ask,410800,1987.0,31.0,1985.5
7906,bid,410900,1986.0,27.0,1987.5
7907,ask,410900,1990.0,26.0,1987.5
7908,bid,411000,1987.0,24.0,1988.0
7909,ask,411000,1990.0,25.0,1988.0
7910,bid,411100,1988.0,26.0,1989.5
7911,ask,411100,1991.0,26.0,1989.5
7912,bid,411200,1985.0,23.0,1987.0
7913,ask,411200,1989.0,22.0,1987.0
7914,bid,411300,1985.0,27.0,1986.5
7915,ask,411300,1988.0,26.0,1986.5
7916,bid,411400,1983.0,21.0,1984.0
7917,ask,411400,1986.0,21.0,1984.0
7918,bid,411500,1984.0,30.0,1985.5
7919,ask,411500,1987.0,30.0,1985.5
7920,bid,411600,1983.0,30.0,1984.5
7921,ask,411600,1986.0,28.0,1984.5
7922,bid,411700,1982.0,22.0,1983.5
7923,ask,411700,1985.0,22.0,1983.5
7924,bid,411800,1981.0,31.0,1982.5
7925,ask,411800,1984.0,30.0,1982.5
7926,bid,411900,1980.0,23.0,1982.0
7927,ask,411900,1983.0,23.0,1982.0
7928,bid,412000,1980.0,25.0,1982.5
7929,ask,412000,1984.0,26.0,1982.5
7930,bid,412100,1981.0,21.0,1982.5
7931,ask,412100,1984.0,21.0,1982.5
7932,bid,412200,1978.0,27.0,1980.0
7933,ask,412200,1982.0,27.0,1980.0
7934,bid,412300,1980.0,29.0,1981.5
7935,ask,412300,1983.0,29.0,1981.5
7936,bid,412400,1979.0,23.0,1980.5
7937,ask,412400,1982.0,23.0,1980.5
7938,bid,412500,1979.0,29.0,1980.0
7939,ask,412500,1983.0,29.0,1980.0
7940,bid,412600,1980.0,30.0,1981.5
7941,ask,412600,1984.0,32.0,1981.5
7942,bid,412700,1979.0,23.0,1980.0
7943,ask,412700,1983.0,23.0,1980.0
7944,bid,412800,1979.0,21.0,1980.5
7945,ask,412800,1982.0,21.0,1980.5
7946,bid,412900,1978.0,26.0,1979.5
7947,ask,412900,1981.0,26.0,1979.5
7948,bid,413000,1977.0,26.0,1978.5
7949,ask,413000,1980.0,26.0,1978.5
7950,bid,413100,1975.0,26.0,1977.0
7951,ask,413100,1979.0,26.0,1977.0
7952,bid,413200,1975.0,26.0,1977.0
7953,ask,413200,1979.0,26.0,1977.0
7954,bid,413300,1975.0,27.0,1976.0
7955,ask,413300,1979.0,27.0,1976.0
7956,bid,413400,1976.0,29.0,1977.5
7957,ask,413400,1979.0,23.0,1977.5
7958,bid,413500,1974.0,30.0,1976.0
7959,ask,413500,1978.0,30.0,1976.0
7960,bid,413600,1974.0,28.0,1975.5
7961,ask,413600,1977.0,23.0,1975.5
7962,bid,413700,1974.0,23.0,1976.5
7963,ask,413700,1977.0,23.0,1976.5
7964,bid,413800,1973.0,23.0,1975.5
7965,ask,413800,1977.0,23.0,1975.5
7966,bid,413900,1975.0,22.0,1977.5
7967,ask,413900,1979.0,23.0,1977.5
7968,bid,414000,1976.0,22.0,1977.0
7969,ask,414000,1979.0,22.0,1977.0
