order_level,timestamp,price,volume,side
1,158900,1966.0,2.0,ask
1,158900,1958.0,20.0,ask
2,158900,,,ask
2,158900,1967.0,30.0,ask
2,158900,,,ask
3,158900,,,ask
3,158900,,,ask
3,158900,,,ask
1,158900,1974.0,21.0,bid
1,158900,1963.0,32.0,bid
1,158900,1954.0,20.0,bid
2,158900,,,bid
2,158900,,,bid
2,158900,,,bid
3,158900,,,bid
3,158900,,,bid
3,158900,,,bid
1,159000,1979.0,32.0,ask
1,159000,1967.0,27.0,ask
1,159000,1956.0,1.0,ask
2,159000,,,ask
2,159000,,,ask
2,159000,1958.0,22.0,ask
3,159000,,,ask
3,159000,,,ask
3,159000,,,ask
1,159000,1975.0,32.0,bid
1,159000,1964.0,27.0,bid
1,159000,1955.0,1.0,bid
2,159000,,,bid
2,159000,,,bid
2,159000,1954.0,21.0,bid
3,159000,,,bid
3,159000,,,bid
3,159000,,,bid
1,159100,1978.0,24.0,ask
1,159100,1968.0,26.0,ask
1,159100,1957.0,25.0,ask
2,159100,,,ask
2,159100,,,ask
2,159100,,,ask
3,159100,,,ask
3,159100,,,ask
3,159100,,,ask
1,159100,1975.0,24.0,bid
1,159100,1965.0,6.0,bid
1,159100,1954.0,25.0,bid
2,159100,,,bid
2,159100,1964.0,25.0,bid
2,159100,,,bid
3,159100,,,bid
3,159100,,,bid
3,159100,,,bid
1,159200,1978.0,22.0,ask
1,159200,1968.0,30.0,ask
1,159200,1958.0,20.0,ask
2,159200,,,ask
2,159200,,,ask
2,159200,,,ask
3,159200,,,ask
3,159200,,,ask
3,159200,,,ask
1,159200,1974.0,22.0,bid
1,159200,1964.0,30.0,bid
1,159200,1955.0,23.0,bid
2,159200,,,bid
2,159200,,,bid
2,159200,,,bid
3,159200,,,bid
3,159200,,,bid
3,159200,,,bid
1,159300,1977.0,24.0,ask
1,159300,1967.0,21.0,ask
1,159300,1958.0,30.0,ask
2,159300,,,ask
2,159300,,,ask
2,159300,,,ask
3,159300,,,ask
3,159300,,,ask
3,159300,,,ask
1,159300,1974.0,30.0,bid
1,159300,1964.0,20.0,bid
1,159300,1955.0,29.0,bid
2,159300,,,bid
2,159300,,,bid
2,159300,,,bid
3,159300,,,bid
3,159300,,,bid
3,159300,,,bid
1,159400,1975.0,6.0,ask
1,159400,1966.0,1.0,ask
1,159400,1958.0,2.0,ask
2,159400,1977.0,21.0,ask
2,159400,1967.0,23.0,ask
2,159400,1959.0,21.0,ask
3,159400,,,ask
3,159400,,,ask
3,159400,,,ask
1,159400,1973.0,21.0,bid
1,159400,1964.0,6.0,bid
1,159400,1956.0,21.0,bid
2,159400,,,bid
2,159400,1963.0,24.0,bid
2,159400,,,bid
3,159400,,,bid
3,159400,,,bid
3,159400,,,bid
1,159500,1976.0,26.0,ask
1,159500,1966.0,26.0,ask
1,159500,1960.0,25.0,ask
2,159500,,,ask
2,159500,,,ask
2,159500,,,ask
3,159500,,,ask
3,159500,,,ask
3,159500,,,ask
1,159500,1973.0,25.0,bid
1,159500,1963.0,1.0,bid
1,159500,1959.0,1.0,bid
2,159500,,,bid
2,159500,1962.0,25.0,bid
2,159500,1957.0,31.0,bid
3,159500,,,bid
3,159500,,,bid
3,159500,,,bid
1,159600,1976.0,1.0,ask
1,159600,1965.0,24.0,ask
1,159600,1961.0,32.0,ask
2,159600,1978.0,20.0,ask
2,159600,,,ask
2,159600,,,ask
3,159600,,,ask
3,159600,,,ask
3,159600,,,ask
1,159600,1974.0,20.0,bid
1,159600,1964.0,1.0,bid
1,159600,1957.0,32.0,bid
2,159600,,,bid
2,159600,1962.0,24.0,bid
2,159600,,,bid
3,159600,,,bid
3,159600,,,bid
3,159600,,,bid
1,159700,1976.0,26.0,ask
1,159700,1966.0,30.0,ask
1,159700,1960.0,31.0,ask
2,159700,,,ask
2,159700,,,ask
2,159700,,,ask
3,159700,,,ask
3,159700,,,ask
3,159700,,,ask
1,159700,1972.0,26.0,bid
1,159700,1963.0,30.0,bid
1,159700,1957.0,36.0,bid
2,159700,,,bid
2,159700,,,bid
2,159700,,,bid
3,159700,,,bid
3,159700,,,bid
3,159700,,,bid
1,159800,1976.0,23.0,ask
1,159800,1965.0,20.0,ask
1,159800,1961.0,29.0,ask
2,159800,,,ask
2,159800,,,ask
2,159800,,,ask
3,159800,,,ask
3,159800,,,ask
3,159800,,,ask
1,159800,1972.0,23.0,bid
1,159800,1962.0,20.0,bid
1,159800,1958.0,29.0,bid
2,159800,,,bid
2,159800,,,bid
2,159800,,,bid
3,159800,,,bid
3,159800,,,bid
3,159800,,,bid
1,159900,1975.0,2.0,ask
1,159900,1963.0,5.0,ask
1,159900,1960.0,3.0,ask
2,159900,1976.0,28.0,ask
2,159900,1965.0,25.0,ask
2,159900,1961.0,20.0,ask
3,159900,,,ask
3,159900,,,ask
3,159900,,,ask
1,159900,1972.0,30.0,bid
1,159900,1962.0,25.0,bid
1,159900,1958.0,20.0,bid
2,159900,,,bid
2,159900,,,bid
2,159900,,,bid
3,159900,,,bid
3,159900,,,bid
3,159900,,,bid
1,160000,1975.0,26.0,ask
1,160000,1966.0,26.0,ask
1,160000,1964.0,23.0,ask
2,160000,,,ask
2,160000,,,ask
2,160000,,,ask
3,160000,,,ask
3,160000,,,ask
3,160000,,,ask
1,160000,1972.0,1.0,bid
1,160000,1963.0,2.0,bid
1,160000,1962.0,6.0,bid
2,160000,1971.0,26.0,bid
2,160000,1962.0,24.0,bid
2,160000,1960.0,23.0,bid
3,160000,,,bid
3,160000,,,bid
3,160000,,,bid
1,160100,1974.0,2.0,ask
1,160100,1965.0,26.0,ask
1,160100,1964.0,32.0,ask
2,160100,1975.0,23.0,ask
2,160100,,,ask
2,160100,,,ask
3,160100,,,ask
3,160100,,,ask
3,160100,,,ask
1,160100,1971.0,25.0,bid
1,160100,1962.0,33.0,bid
1,160100,1962.0,3.0,bid
2,160100,,,bid
2,160100,,,bid
2,160100,1961.0,32.0,bid
3,160100,,,bid
3,160100,,,bid
3,160100,,,bid
1,160200,1973.0,1.0,ask
1,160200,1960.0,5.0,ask
1,160200,1963.0,8.0,ask
2,160200,1974.0,27.0,ask
2,160200,1962.0,24.0,ask
2,160200,1964.0,2.0,ask
3,160200,,,ask
3,160200,,,ask
3,160200,1965.0,30.0,ask
1,160200,1970.0,27.0,bid
1,160200,1958.0,24.0,bid
1,160200,1961.0,32.0,bid
2,160200,,,bid
2,160200,,,bid
2,160200,,,bid
3,160200,,,bid
3,160200,,,bid
3,160200,,,bid
1,160300,1974.0,30.0,ask
1,160300,1963.0,26.0,ask
1,160300,1964.0,2.0,ask
2,160300,,,ask
2,160300,,,ask
2,160300,1965.0,23.0,ask
3,160300,,,ask
3,160300,,,ask
3,160300,,,ask
1,160300,1973.0,1.0,bid
1,160300,1960.0,29.0,bid
1,160300,1962.0,23.0,bid
2,160300,1971.0,30.0,bid
2,160300,,,bid
2,160300,,,bid
3,160300,,,bid
3,160300,,,bid
3,160300,,,bid
1,160400,1976.0,30.0,ask
1,160400,1964.0,23.0,ask
1,160400,1967.0,28.0,ask
2,160400,,,ask
2,160400,,,ask
2,160400,,,ask
3,160400,,,ask
3,160400,,,ask
3,160400,,,ask
1,160400,1973.0,3.0,bid
1,160400,1963.0,1.0,bid
1,160400,1963.0,28.0,bid
2,160400,1972.0,30.0,bid
2,160400,1961.0,23.0,bid
2,160400,,,bid
3,160400,,,bid
3,160400,,,bid
3,160400,,,bid
1,160500,1976.0,20.0,ask
1,160500,1963.0,2.0,ask
1,160500,1963.0,28.0,ask
2,160500,,,ask
2,160500,1964.0,22.0,ask
2,160500,,,ask
3,160500,,,ask
3,160500,,,ask
3,160500,,,ask
1,160500,1972.0,20.0,bid
1,160500,1960.0,24.0,bid
1,160500,1960.0,28.0,bid
2,160500,,,bid
2,160500,,,bid
2,160500,,,bid
3,160500,,,bid
3,160500,,,bid
3,160500,,,bid
1,160600,1976.0,26.0,ask
1,160600,1963.0,22.0,ask
1,160600,1963.0,23.0,ask
2,160600,,,ask
2,160600,,,ask
2,160600,,,ask
3,160600,,,ask
3,160600,,,ask
3,160600,,,ask
1,160600,1974.0,3.0,bid
1,160600,1960.0,22.0,bid
1,160600,1961.0,2.0,bid
2,160600,1973.0,26.0,bid
2,160600,,,bid
2,160600,1960.0,23.0,bid
3,160600,,,bid
3,160600,,,bid
3,160600,,,bid
1,160700,1976.0,6.0,ask
1,160700,1964.0,24.0,ask
1,160700,1962.0,4.0,ask
2,160700,1978.0,27.0,ask
2,160700,,,ask
2,160700,1965.0,30.0,ask
3,160700,,,ask
3,160700,,,ask
3,160700,,,ask
1,160700,1975.0,26.0,bid
1,160700,1961.0,26.0,bid
1,160700,1961.0,30.0,bid
2,160700,,,bid
2,160700,,,bid
2,160700,,,bid
3,160700,,,bid
3,160700,,,bid
3,160700,,,bid
1,160800,1979.0,27.0,ask
1,160800,1965.0,29.0,ask
1,160800,1965.0,29.0,ask
2,160800,,,ask
2,160800,,,ask
2,160800,,,ask
3,160800,,,ask
3,160800,,,ask
3,160800,,,ask
1,160800,1975.0,27.0,bid
1,160800,1962.0,29.0,bid
1,160800,1962.0,29.0,bid
2,160800,,,bid
2,160800,,,bid
2,160800,,,bid
3,160800,,,bid
3,160800,,,bid
3,160800,,,bid
1,160900,1979.0,27.0,ask
1,160900,1966.0,30.0,ask
1,160900,1965.0,6.0,ask
2,160900,,,ask
2,160900,,,ask
2,160900,1966.0,25.0,ask
3,160900,,,ask
3,160900,,,ask
3,160900,,,ask
1,160900,1976.0,27.0,bid
1,160900,1964.0,3.0,bid
1,160900,1963.0,25.0,bid
2,160900,,,bid
2,160900,1963.0,30.0,bid
2,160900,,,bid
3,160900,,,bid
3,160900,,,bid
3,160900,,,bid
1,161000,1980.0,26.0,ask
1,161000,1966.0,27.0,ask
1,161000,1967.0,26.0,ask
2,161000,,,ask
2,161000,,,ask
2,161000,,,ask
3,161000,,,ask
3,161000,,,ask
3,161000,,,ask
1,161000,1976.0,26.0,bid
1,161000,1963.0,19.0,bid
1,161000,1964.0,3.0,bid
2,161000,,,bid
2,161000,,,bid
2,161000,1963.0,26.0,bid
3,161000,,,bid
3,161000,,,bid
3,161000,,,bid
1,161100,1980.0,28.0,ask
1,161100,1967.0,28.0,ask
1,161100,1965.0,1.0,ask
2,161100,,,ask
2,161100,,,ask
2,161100,1967.0,23.0,ask
3,161100,,,ask
3,161100,,,ask
3,161100,,,ask
1,161100,1977.0,28.0,bid
1,161100,1963.0,28.0,bid
1,161100,1963.0,23.0,bid
2,161100,,,bid
2,161100,,,bid
2,161100,,,bid
3,161100,,,bid
3,161100,,,bid
3,161100,,,bid
1,161200,1978.0,3.0,ask
1,161200,1968.0,31.0,ask
1,161200,1964.0,24.0,ask
2,161200,1980.0,2.0,ask
2,161200,,,ask
2,161200,,,ask
3,161200,1981.0,25.0,ask
3,161200,,,ask
3,161200,,,ask
1,161200,1977.0,27.0,bid
1,161200,1964.0,31.0,bid
1,161200,1961.0,24.0,bid
2,161200,,,bid
2,161200,,,bid
2,161200,,,bid
3,161200,,,bid
3,161200,,,bid
3,161200,,,bid
1,161300,1981.0,24.0,ask
1,161300,1965.0,20.0,ask
1,161300,1966.0,27.0,ask
2,161300,,,ask
2,161300,,,ask
2,161300,,,ask
3,161300,,,ask
3,161300,,,ask
3,161300,,,ask
1,161300,1977.0,24.0,bid
1,161300,1962.0,20.0,bid
1,161300,1963.0,27.0,bid
2,161300,,,bid
2,161300,,,bid
2,161300,,,bid
3,161300,,,bid
3,161300,,,bid
3,161300,,,bid
1,161400,1982.0,29.0,ask
1,161400,1966.0,1.0,ask
1,161400,1965.0,29.0,ask
2,161400,,,ask
2,161400,1967.0,26.0,ask
2,161400,,,ask
3,161400,,,ask
3,161400,,,ask
3,161400,,,ask
1,161400,1979.0,29.0,bid
1,161400,1964.0,3.0,bid
1,161400,1964.0,1.0,bid
2,161400,,,bid
2,161400,1963.0,27.0,bid
2,161400,1962.0,29.0,bid
3,161400,,,bid
3,161400,,,bid
3,161400,,,bid
1,161500,1980.0,2.0,ask
1,161500,1968.0,22.0,ask
1,161500,1964.0,1.0,ask
2,161500,1981.0,27.0,ask
2,161500,,,ask
2,161500,1966.0,23.0,ask
3,161500,,,ask
3,161500,,,ask
3,161500,,,ask
1,161500,1978.0,27.0,bid
1,161500,1964.0,22.0,bid
1,161500,1962.0,23.0,bid
2,161500,,,bid
2,161500,,,bid
2,161500,,,bid
3,161500,,,bid
3,161500,,,bid
3,161500,,,bid
1,161600,1981.0,24.0,ask
1,161600,1968.0,22.0,ask
1,161600,1966.0,30.0,ask
2,161600,,,ask
2,161600,,,ask
2,161600,,,ask
3,161600,,,ask
3,161600,,,ask
3,161600,,,ask
1,161600,1978.0,29.0,bid
1,161600,1965.0,22.0,bid
1,161600,1963.0,1.0,bid
2,161600,,,bid
2,161600,,,bid
2,161600,1962.0,30.0,bid
3,161600,,,bid
3,161600,,,bid
3,161600,,,bid
1,161700,1981.0,25.0,ask
1,161700,1969.0,26.0,ask
1,161700,1961.0,30.0,ask
2,161700,,,ask
2,161700,,,ask
2,161700,,,ask
3,161700,,,ask
3,161700,,,ask
3,161700,,,ask
1,161700,1980.0,1.0,bid
1,161700,1968.0,7.0,bid
1,161700,1958.0,30.0,bid
2,161700,1978.0,25.0,bid
2,161700,1966.0,26.0,bid
2,161700,,,bid
3,161700,,,bid
3,161700,,,bid
3,161700,,,bid
1,161800,1980.0,8.0,ask
1,161800,1970.0,21.0,ask
1,161800,1960.0,1.0,ask
2,161800,1982.0,31.0,ask
2,161800,,,ask
2,161800,1961.0,28.0,ask
3,161800,,,ask
3,161800,,,ask
3,161800,,,ask
1,161800,1978.0,30.0,bid
1,161800,1967.0,21.0,bid
1,161800,1958.0,28.0,bid
2,161800,,,bid
2,161800,,,bid
2,161800,,,bid
3,161800,,,bid
3,161800,,,bid
3,161800,,,bid
1,161900,1982.0,21.0,ask
1,161900,1971.0,1.0,ask
1,161900,1961.0,7.0,ask
2,161900,,,ask
2,161900,1972.0,22.0,ask
2,161900,1962.0,28.0,ask
3,161900,,,ask
3,161900,,,ask
3,161900,,,ask
1,161900,1979.0,8.0,bid
1,161900,1968.0,23.0,bid
1,161900,1959.0,28.0,bid
2,161900,1978.0,21.0,bid
2,161900,,,bid
2,161900,,,bid
3,161900,,,bid
3,161900,,,bid
3,161900,,,bid
1,162000,1981.0,20.0,ask
1,162000,1972.0,23.0,ask
1,162000,1963.0,1.0,ask
2,162000,,,ask
2,162000,,,ask
2,162000,1964.0,30.0,ask
3,162000,,,ask
3,162000,,,ask
3,162000,,,ask
1,162000,1978.0,20.0,bid
1,162000,1969.0,5.0,bid
1,162000,1960.0,31.0,bid
2,162000,,,bid
2,162000,1968.0,23.0,bid
2,162000,,,bid
3,162000,,,bid
3,162000,,,bid
3,162000,,,bid
1,162100,1981.0,31.0,ask
1,162100,1970.0,25.0,ask
1,162100,1963.0,2.0,ask
2,162100,,,ask
2,162100,,,ask
2,162100,1964.0,30.0,ask
3,162100,,,ask
3,162100,,,ask
3,162100,,,ask
1,162100,1978.0,35.0,bid
1,162100,1967.0,29.0,bid
1,162100,1960.0,32.0,bid
2,162100,,,bid
2,162100,,,bid
2,162100,,,bid
3,162100,,,bid
3,162100,,,bid
3,162100,,,bid
1,162200,1981.0,30.0,ask
1,162200,1970.0,20.0,ask
1,162200,1965.0,27.0,ask
2,162200,,,ask
2,162200,,,ask
2,162200,,,ask
3,162200,,,ask
3,162200,,,ask
3,162200,,,ask
1,162200,1978.0,30.0,bid
1,162200,1967.0,20.0,bid
1,162200,1961.0,27.0,bid
2,162200,,,bid
2,162200,,,bid
2,162200,,,bid
3,162200,,,bid
3,162200,,,bid
3,162200,,,bid
1,162300,1980.0,23.0,ask
1,162300,1970.0,30.0,ask
1,162300,1965.0,28.0,ask
2,162300,,,ask
2,162300,,,ask
2,162300,,,ask
3,162300,,,ask
3,162300,,,ask
3,162300,,,ask
1,162300,1977.0,23.0,bid
1,162300,1967.0,7.0,bid
1,162300,1961.0,28.0,bid
2,162300,,,bid
2,162300,1966.0,28.0,bid
2,162300,,,bid
3,162300,,,bid
3,162300,,,bid
3,162300,,,bid
1,162400,1980.0,1.0,ask
1,162400,1965.0,5.0,ask
1,162400,1965.0,29.0,ask
2,162400,1981.0,29.0,ask
2,162400,1968.0,24.0,ask
2,162400,,,ask
3,162400,,,ask
3,162400,,,ask
3,162400,,,ask
1,162400,1977.0,29.0,bid
1,162400,1964.0,24.0,bid
1,162400,1962.0,2.0,bid
2,162400,,,bid
2,162400,,,bid
2,162400,1961.0,27.0,bid
3,162400,,,bid
3,162400,,,bid
3,162400,,,bid
1,162500,1980.0,20.0,ask
1,162500,1965.0,5.0,ask
1,162500,1964.0,29.0,ask
2,162500,,,ask
2,162500,1966.0,24.0,ask
2,162500,,,ask
3,162500,,,ask
3,162500,,,ask
3,162500,,,ask
1,162500,1977.0,20.0,bid
1,162500,1963.0,24.0,bid
1,162500,1961.0,29.0,bid
2,162500,,,bid
2,162500,,,bid
2,162500,,,bid
3,162500,,,bid
3,162500,,,bid
3,162500,,,bid
1,162600,1980.0,24.0,ask
1,162600,1963.0,4.0,ask
1,162600,1965.0,27.0,ask
2,162600,,,ask
2,162600,1965.0,21.0,ask
2,162600,,,ask
3,162600,,,ask
3,162600,,,ask
3,162600,,,ask
1,162600,1977.0,24.0,bid
1,162600,1962.0,21.0,bid
1,162600,1961.0,27.0,bid
2,162600,,,bid
2,162600,,,bid
2,162600,,,bid
3,162600,,,bid
3,162600,,,bid
3,162600,,,bid
1,162700,1978.0,22.0,ask
1,162700,1965.0,24.0,ask
1,162700,1964.0,28.0,ask
2,162700,,,ask
2,162700,,,ask
2,162700,,,ask
3,162700,,,ask
3,162700,,,ask
3,162700,,,ask
1,162700,1975.0,30.0,bid
1,162700,1961.0,24.0,bid
1,162700,1960.0,28.0,bid
2,162700,,,bid
2,162700,,,bid
2,162700,,,bid
3,162700,,,bid
3,162700,,,bid
3,162700,,,bid
1,162800,1977.0,29.0,ask
1,162800,1964.0,8.0,ask
1,162800,1965.0,20.0,ask
2,162800,,,ask
2,162800,1965.0,29.0,ask
2,162800,,,ask
3,162800,,,ask
3,162800,,,ask
3,162800,,,ask
1,162800,1974.0,29.0,bid
1,162800,1962.0,29.0,bid
1,162800,1961.0,20.0,bid
2,162800,,,bid
2,162800,,,bid
2,162800,,,bid
3,162800,,,bid
3,162800,,,bid
3,162800,,,bid
1,162900,1979.0,30.0,ask
1,162900,1962.0,3.0,ask
1,162900,1963.0,7.0,ask
2,162900,,,ask
2,162900,1964.0,23.0,ask
2,162900,1965.0,32.0,ask
3,162900,,,ask
3,162900,,,ask
3,162900,,,ask
1,162900,1976.0,8.0,bid
1,162900,1960.0,23.0,bid
1,162900,1961.0,32.0,bid
2,162900,1975.0,28.0,bid
2,162900,,,bid
2,162900,,,bid
3,162900,,,bid
3,162900,,,bid
3,162900,,,bid
1,163000,1979.0,30.0,ask
1,163000,1963.0,30.0,ask
1,163000,1963.0,6.0,ask
2,163000,,,ask
2,163000,,,ask
2,163000,1965.0,27.0,ask
3,163000,,,ask
3,163000,,,ask
3,163000,,,ask
1,163000,1976.0,30.0,bid
1,163000,1960.0,30.0,bid
1,163000,1962.0,27.0,bid
2,163000,,,bid
2,163000,,,bid
2,163000,,,bid
3,163000,,,bid
3,163000,,,bid
3,163000,,,bid
1,163100,1978.0,2.0,ask
1,163100,1970.0,28.0,ask
1,163100,1962.0,1.0,ask
2,163100,1980.0,23.0,ask
2,163100,,,ask
2,163100,1963.0,6.0,ask
3,163100,,,ask
3,163100,,,ask
3,163100,1965.0,23.0,ask
1,163100,1977.0,23.0,bid
1,163100,1967.0,28.0,bid
1,163100,1961.0,23.0,bid
2,163100,,,bid
2,163100,,,bid
2,163100,,,bid
3,163100,,,bid
3,163100,,,bid
3,163100,,,bid
1,163200,1979.0,22.0,ask
1,163200,1970.0,21.0,ask
1,163200,1964.0,30.0,ask
2,163200,,,ask
2,163200,,,ask
2,163200,,,ask
3,163200,,,ask
3,163200,,,ask
3,163200,,,ask
1,163200,1978.0,1.0,bid
1,163200,1966.0,21.0,bid
1,163200,1961.0,30.0,bid
2,163200,1975.0,22.0,bid
2,163200,,,bid
2,163200,,,bid
3,163200,,,bid
3,163200,,,bid
3,163200,,,bid
1,163300,1980.0,27.0,ask
1,163300,1970.0,27.0,ask
1,163300,1965.0,26.0,ask
2,163300,,,ask
2,163300,,,ask
2,163300,,,ask
3,163300,,,ask
3,163300,,,ask
3,163300,,,ask
1,163300,1979.0,1.0,bid
1,163300,1967.0,27.0,bid
1,163300,1962.0,1.0,bid
2,163300,1977.0,27.0,bid
2,163300,,,bid
2,163300,1961.0,25.0,bid
3,163300,,,bid
3,163300,,,bid
3,163300,,,bid
1,163400,1980.0,24.0,ask
1,163400,1970.0,22.0,ask
1,163400,1965.0,29.0,ask
2,163400,,,ask
2,163400,,,ask
2,163400,,,ask
3,163400,,,ask
3,163400,,,ask
3,163400,,,ask
1,163400,1978.0,5.0,bid
1,163400,1967.0,22.0,bid
1,163400,1964.0,4.0,bid
2,163400,1977.0,24.0,bid
2,163400,,,bid
2,163400,1962.0,29.0,bid
3,163400,,,bid
3,163400,,,bid
3,163400,,,bid
1,163500,1980.0,27.0,ask
1,163500,1969.0,4.0,ask
1,163500,1964.0,27.0,ask
2,163500,,,ask
2,163500,1970.0,30.0,ask
2,163500,,,ask
3,163500,,,ask
3,163500,,,ask
3,163500,,,ask
1,163500,1977.0,27.0,bid
1,163500,1968.0,2.0,bid
1,163500,1961.0,27.0,bid
2,163500,,,bid
2,163500,1967.0,30.0,bid
2,163500,,,bid
3,163500,,,bid
3,163500,,,bid
3,163500,,,bid
1,163600,1980.0,2.0,ask
1,163600,1968.0,28.0,ask
1,163600,1963.0,3.0,ask
2,163600,1982.0,23.0,ask
2,163600,,,ask
2,163600,1964.0,8.0,ask
3,163600,,,ask
3,163600,,,ask
3,163600,1966.0,30.0,ask
1,163600,1978.0,23.0,bid
1,163600,1965.0,28.0,bid
1,163600,1962.0,30.0,bid
2,163600,,,bid
2,163600,,,bid
2,163600,,,bid
3,163600,,,bid
3,163600,,,bid
3,163600,,,bid
1,163700,1981.0,31.0,ask
1,163700,1970.0,26.0,ask
1,163700,1964.0,20.0,ask
2,163700,,,ask
2,163700,,,ask
2,163700,,,ask
3,163700,,,ask
3,163700,,,ask
3,163700,,,ask
1,163700,1978.0,31.0,bid
1,163700,1967.0,26.0,bid
1,163700,1962.0,2.0,bid
2,163700,,,bid
2,163700,,,bid
2,163700,1961.0,20.0,bid
3,163700,,,bid
3,163700,,,bid
3,163700,,,bid
1,163800,1980.0,6.0,ask
1,163800,1969.0,26.0,ask
1,163800,1963.0,5.0,ask
2,163800,1981.0,29.0,ask
2,163800,,,ask
2,163800,1964.0,25.0,ask
3,163800,,,ask
3,163800,,,ask
3,163800,,,ask
1,163800,1978.0,29.0,bid
1,163800,1965.0,26.0,bid
1,163800,1961.0,25.0,bid
2,163800,,,bid
2,163800,,,bid
2,163800,,,bid
3,163800,,,bid
3,163800,,,bid
3,163800,,,bid
1,163900,1982.0,25.0,ask
1,163900,1969.0,24.0,ask
1,163900,1965.0,22.0,ask
2,163900,,,ask
2,163900,,,ask
2,163900,,,ask
3,163900,,,ask
3,163900,,,ask
3,163900,,,ask
1,163900,1979.0,25.0,bid
1,163900,1965.0,24.0,bid
1,163900,1963.0,5.0,bid
2,163900,,,bid
2,163900,,,bid
2,163900,1962.0,22.0,bid
3,163900,,,bid
3,163900,,,bid
3,163900,,,bid
1,164000,1982.0,27.0,ask
1,164000,1969.0,31.0,ask
1,164000,1964.0,22.0,ask
2,164000,,,ask
2,164000,,,ask
2,164000,,,ask
3,164000,,,ask
3,164000,,,ask
3,164000,,,ask
1,164000,1980.0,3.0,bid
1,164000,1966.0,39.0,bid
1,164000,1963.0,2.0,bid
2,164000,1979.0,27.0,bid
2,164000,,,bid
2,164000,1961.0,22.0,bid
3,164000,,,bid
3,164000,,,bid
3,164000,,,bid
1,164100,1981.0,25.0,ask
1,164100,1968.0,24.0,ask
1,164100,1965.0,29.0,ask
2,164100,,,ask
2,164100,,,ask
2,164100,,,ask
3,164100,,,ask
3,164100,,,ask
3,164100,,,ask
1,164100,1977.0,25.0,bid
1,164100,1965.0,4.0,bid
1,164100,1963.0,1.0,bid
2,164100,,,bid
2,164100,1964.0,22.0,bid
2,164100,1961.0,29.0,bid
3,164100,,,bid
3,164100,,,bid
3,164100,,,bid
1,164200,1981.0,28.0,ask
1,164200,1967.0,25.0,ask
1,164200,1964.0,23.0,ask
2,164200,,,ask
2,164200,,,ask
2,164200,,,ask
3,164200,,,ask
3,164200,,,ask
3,164200,,,ask
1,164200,1978.0,28.0,bid
1,164200,1964.0,25.0,bid
1,164200,1961.0,23.0,bid
2,164200,,,bid
2,164200,,,bid
2,164200,,,bid
3,164200,,,bid
3,164200,,,bid
3,164200,,,bid
1,164300,1981.0,5.0,ask
1,164300,1968.0,24.0,ask
1,164300,1964.0,27.0,ask
2,164300,1982.0,26.0,ask
2,164300,,,ask
2,164300,,,ask
3,164300,,,ask
3,164300,,,ask
3,164300,,,ask
1,164300,1979.0,26.0,bid
1,164300,1965.0,2.0,bid
1,164300,1960.0,27.0,bid
2,164300,,,bid
2,164300,1964.0,24.0,bid
2,164300,,,bid
3,164300,,,bid
3,164300,,,bid
3,164300,,,bid
1,164400,1983.0,32.0,ask
1,164400,1968.0,26.0,ask
1,164400,1962.0,6.0,ask
2,164400,,,ask
2,164400,,,ask
2,164400,1963.0,27.0,ask
3,164400,,,ask
3,164400,,,ask
3,164400,,,ask
1,164400,1980.0,32.0,bid
1,164400,1964.0,26.0,bid
1,164400,1960.0,27.0,bid
2,164400,,,bid
2,164400,,,bid
2,164400,,,bid
3,164400,,,bid
3,164400,,,bid
3,164400,,,bid
1,164500,1982.0,2.0,ask
1,164500,1967.0,27.0,ask
1,164500,1962.0,5.0,ask
2,164500,1983.0,25.0,ask
2,164500,,,ask
2,164500,1964.0,25.0,ask
3,164500,,,ask
3,164500,,,ask
3,164500,,,ask
1,164500,1980.0,25.0,bid
1,164500,1964.0,27.0,bid
1,164500,1961.0,1.0,bid
2,164500,,,bid
2,164500,,,bid
2,164500,1960.0,24.0,bid
3,164500,,,bid
3,164500,,,bid
3,164500,,,bid
1,164600,1982.0,1.0,ask
1,164600,1968.0,1.0,ask
1,164600,1964.0,32.0,ask
2,164600,1983.0,27.0,ask
2,164600,1969.0,22.0,ask
2,164600,,,ask
3,164600,,,ask
3,164600,,,ask
3,164600,,,ask
1,164600,1979.0,28.0,bid
1,164600,1967.0,1.0,bid
1,164600,1961.0,39.0,bid
2,164600,,,bid
2,164600,1966.0,1.0,bid
2,164600,,,bid
3,164600,,,bid
3,164600,1965.0,23.0,bid
3,164600,,,bid
1,164700,1982.0,31.0,ask
1,164700,1969.0,26.0,ask
1,164700,1963.0,27.0,ask
2,164700,,,ask
2,164700,,,ask
2,164700,,,ask
3,164700,,,ask
3,164700,,,ask
3,164700,,,ask
1,164700,1979.0,31.0,bid
1,164700,1966.0,2.0,bid
1,164700,1960.0,27.0,bid
2,164700,,,bid
2,164700,1965.0,24.0,bid
2,164700,,,bid
3,164700,,,bid
3,164700,,,bid
3,164700,,,bid
1,164800,1984.0,25.0,ask
1,164800,1971.0,23.0,ask
1,164800,1963.0,24.0,ask
2,164800,,,ask
2,164800,,,ask
2,164800,,,ask
3,164800,,,ask
3,164800,,,ask
3,164800,,,ask
1,164800,1981.0,31.0,bid
1,164800,1968.0,2.0,bid
1,164800,1960.0,24.0,bid
2,164800,,,bid
2,164800,1967.0,21.0,bid
2,164800,,,bid
3,164800,,,bid
