day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread,volatility,total_volume,bid_depth,ask_depth,total_depth
-1,39100,RAINFOREST_RESIN,9998,8,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10001.0,0.0,6,4370.23276554008,9,33.0,25.0,58.0
-1,39200,KELP,2020,30,,,,,2022,2,2023.0,30.0,,,2021.0,0.0,2,4370.050162755583,32,30.0,32.0,62.0
-1,39200,RAINFOREST_RESIN,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0,8,4370.460879586969,2,30.0,30.0,60.0
-1,39300,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000.0,0.0,10,4370.32395252344,54,27.0,27.0,54.0
-1,39300,KELP,2020,27,,,,,2023,27,,,,,2021.5,0.0,3,4370.32395252344,54,27.0,27.0,54.0
-1,39400,RAINFOREST_RESIN,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,8,4370.141359269755,2,31.0,31.0,62.0
-1,39400,KELP,2020,31,,,,,2022,5,2023.0,31.0,,,2021.0,0.0,2,4370.141359269755,36,31.0,36.0,67.0
-1,39500,KELP,2019,27,,,,,2021,3,2022.0,27.0,,,2020.0,0.0,2,4370.3696067953,30,27.0,30.0,57.0
-1,39500,RAINFOREST_RESIN,9995,27,,,,,9998,1,10002.0,2.0,10005.0,27.0,9996.5,0.0,3,4369.411267550824,28,27.0,30.0,57.0
-1,39600,KELP,2021,4,2019.0,23.0,,,2023,23,,,,,2022.0,0.0,2,4369.320004302741,27,27.0,23.0,50.0
-1,39600,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000.0,0.0,10,4369.320004302741,46,23.0,23.0,46.0
-1,39700,RAINFOREST_RESIN,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0,8,4369.63956751585,4,24.0,24.0,48.0
-1,39700,KELP,2019,28,,,,,2022,2,2023.0,22.0,,,2020.5,0.0,3,4369.502611854135,30,28.0,24.0,52.0
-1,39800,RAINFOREST_RESIN,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0,8,4370.141387872949,2,28.0,28.0,56.0
-1,39800,KELP,2019,28,,,,,2022,1,2023.0,27.0,,,2020.5,0.0,3,4370.552147612485,29,28.0,28.0,56.0
-1,39900,KELP,2019,31,,,,,2022,31,,,,,2020.5,0.0,3,4370.552147612484,62,31.0,31.0,62.0
-1,39900,RAINFOREST_RESIN,9996,1,9995.0,30.0,,,10002,4,10004.0,1.0,10005.0,30.0,9999.0,0.0,6,4370.278300634881,5,31.0,35.0,66.0
-1,40000,KELP,2018,22,,,,,2022,22,,,,,2020.0,0.0,4,4370.3695924944495,44,22.0,22.0,44.0
-1,40000,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000.0,0.0,10,4370.3695924944495,44,22.0,22.0,44.0
-1,40100,RAINFOREST_RESIN,9996,2,9995.0,29.0,,,10002,8,10004.0,2.0,10005.0,29.0,9999.0,0.0,6,4370.32395252344,10,31.0,39.0,70.0
-1,40100,KELP,2019,31,,,,,2022,31,,,,,2020.5,0.0,3,4370.32395252344,62,31.0,31.0,62.0
-1,40200,RAINFOREST_RESIN,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,0.0,8,4370.50652670833,2,29.0,29.0,58.0
-1,40200,KELP,2019,1,2018.0,28.0,,,2022,29,,,,,2020.5,0.0,3,4370.36959249445,30,29.0,29.0,58.0
-1,40300,KELP,2019,22,,,,,2022,22,,,,,2020.5,0.0,3,4370.278300634881,44,22.0,22.0,44.0
-1,40300,RAINFOREST_RESIN,9995,22,,,,,9998,1,10005.0,22.0,,,9996.5,0.0,3,4369.593808353369,23,22.0,23.0,45.0
-1,40400,KELP,2018,24,,,,,2022,24,,,,,2020.0,0.0,4,4369.685100210323,48,24.0,24.0,48.0
-1,40400,RAINFOREST_RESIN,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0,8,4369.685100210323,2,24.0,24.0,48.0
-1,40500,RAINFOREST_RESIN,10002,1,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10003.0,0.0,2,4370.598400104968,3,30.0,29.0,59.0
-1,40500,KELP,2019,1,2018.0,27.0,,,2022,29,,,,,2020.5,0.0,3,4370.598400104968,30,28.0,29.0,57.0
-1,40600,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0,8,4371.236975960021,4,26.0,26.0,52.0
-1,40600,KELP,2019,4,2018.0,26.0,,,2022,26,,,,,2020.5,0.0,3,4371.100041751516,30,30.0,26.0,56.0
-1,40700,KELP,2018,22,,,,,2021,22,,,,,2019.5,0.0,3,4371.556453369909,44,22.0,22.0,44.0
-1,40700,RAINFOREST_RESIN,9998,7,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0,0.0,6,4371.008616440844,9,29.0,22.0,51.0
-1,40800,KELP,2018,27,,,,,2021,27,,,,,2019.5,0.0,3,4371.191190625285,54,27.0,27.0,54.0
-1,40800,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000.0,0.0,10,4371.191190625285,54,27.0,27.0,54.0
-1,40900,RAINFOREST_RESIN,9998,10,9996.0,2.0,9995.0,26.0,10004,2,10005.0,26.0,,,10001.0,0.0,6,4371.465037604682,12,38.0,28.0,66.0
-1,40900,KELP,2017,28,,,,,2021,28,,,,,2019.0,0.0,4,4371.601971817666,56,28.0,28.0,56.0
-1,41000,RAINFOREST_RESIN,9995,21,,,,,10002,10,10005.0,21.0,,,9998.5,0.0,7,4371.145607846998,31,21.0,31.0,52.0
-1,41000,KELP,2018,20,,,,,2020,3,2021.0,21.0,,,2019.0,0.0,2,4371.28253490896,23,20.0,24.0,44.0
-1,41100,KELP,2018,24,,,,,2021,27,,,,,2019.5,0.0,3,4371.145607846997,51,24.0,27.0,51.0
-1,41100,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000.0,0.0,10,4370.871689377314,54,27.0,27.0,54.0
-1,41200,KELP,2018,29,,,,,2021,29,,,,,2019.5,0.0,3,4370.780402285168,58,29.0,29.0,58.0
-1,41200,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,0.0,10,4371.19116202896,58,29.0,29.0,58.0
-1,41300,RAINFOREST_RESIN,9998,2,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10001.0,0.0,6,4371.282463419643,3,27.0,25.0,52.0
-1,41300,KELP,2017,25,,,,,2019,4,2021.0,25.0,,,2018.0,0.0,2,4371.69328750315,29,25.0,29.0,54.0
-1,41400,RAINFOREST_RESIN,9998,5,9996.0,2.0,9995.0,23.0,10000,4,10004.0,2.0,10005.0,23.0,9999.0,0.0,2,4371.5107514451,9,30.0,29.0,59.0
-1,41400,KELP,2017,25,,,,,2018,4,2019.0,5.0,2020.0,25.0,2017.5,0.0,1,4372.058445400759,29,25.0,34.0,59.0
-1,41500,KELP,2017,22,,,,,2019,1,2021.0,22.0,,,2018.0,0.0,2,4372.012803046224,23,22.0,23.0,45.0
-1,41500,RAINFOREST_RESIN,9998,8,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0,0.0,6,4372.012803046224,10,30.0,22.0,52.0
-1,41600,KELP,2017,23,,,,,2019,7,2020.0,1.0,2021.0,22.0,2018.0,0.0,2,4372.012803046224,30,23.0,30.0,53.0
-1,41600,RAINFOREST_RESIN,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,8,4372.286621437357,2,23.0,23.0,46.0
-1,41700,RAINFOREST_RESIN,10000,5,9995.0,21.0,,,10005,21,,,,,10002.5,0.0,5,4372.560554183338,26,26.0,21.0,47.0
-1,41700,KELP,2019,4,2017.0,21.0,,,2021,21,,,,,2020.0,0.0,2,4372.012888819074,25,25.0,21.0,46.0
-1,41800,RAINFOREST_RESIN,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0,8,4371.830343231551,4,24.0,24.0,48.0
-1,41800,KELP,2018,24,,,,,2021,24,,,,,2019.5,0.0,3,4371.419497714684,48,24.0,24.0,48.0
-1,41900,KELP,2018,22,,,,,2020,1,2021.0,22.0,,,2019.0,0.0,2,4371.7846270144755,23,22.0,23.0,45.0
-1,41900,RAINFOREST_RESIN,9996,1,9995.0,21.0,,,9998,4,10004.0,1.0,10005.0,21.0,9997.0,0.0,2,4370.278429345217,5,22.0,26.0,48.0
-1,42000,KELP,2018,31,,,,,2020,5,2021.0,32.0,,,2019.0,0.0,2,4370.460993991377,36,31.0,37.0,68.0
-1,42000,RAINFOREST_RESIN,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0,8,4370.460993991377,4,32.0,32.0,64.0
-1,42100,RAINFOREST_RESIN,9998,8,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0,0.0,6,4371.008830922228,10,31.0,23.0,54.0
-1,42100,KELP,2018,23,,,,,2021,2,2022.0,21.0,,,2019.5,0.0,3,4370.871903865418,25,23.0,23.0,46.0
-1,42200,RAINFOREST_RESIN,10002,1,9995.0,28.0,,,10005,28,,,,,10003.5,0.0,3,4372.05857405869,29,29.0,28.0,57.0
-1,42200,KELP,2018,28,,,,,2022,28,,,,,2020.0,0.0,4,4371.784712791802,56,28.0,28.0,56.0
-1,42300,KELP,2018,20,,,,,2019,7,2020.0,2.0,2022.0,20.0,2018.5,0.0,1,4372.423655708593,27,20.0,29.0,49.0
-1,42300,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000.0,0.0,10,4372.149880207688,40,20.0,20.0,40.0
-1,42400,KELP,2019,30,,,,,2022,31,,,,,2020.5,0.0,3,4371.967334621806,61,30.0,31.0,61.0
-1,42400,RAINFOREST_RESIN,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0,8,4371.008645038362,4,31.0,31.0,62.0
-1,42500,RAINFOREST_RESIN,9995,24,,,,,10002,3,10005.0,24.0,,,9998.5,0.0,7,4370.826108986733,27,24.0,27.0,51.0
-1,42500,KELP,2019,24,,,,,2022,24,,,,,2020.5,0.0,3,4370.278329237179,48,24.0,24.0,48.0
-1,42600,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000.0,0.0,10,4370.278329237179,52,26.0,26.0,52.0
-1,42600,KELP,2019,26,,,,,2022,26,,,,,2020.5,0.0,3,4370.278329237179,52,26.0,26.0,52.0
-1,42700,KELP,2018,26,,,,,2022,26,,,,,2020.0,0.0,4,4370.232679732293,52,26.0,26.0,52.0
-1,42700,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000.0,0.0,10,4370.643439472054,52,26.0,26.0,52.0
-1,42800,KELP,2019,30,,,,,2022,30,,,,,2020.5,0.0,3,4370.643439472054,60,30.0,30.0,60.0
-1,42800,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000.0,0.0,10,4370.643439472054,60,30.0,30.0,60.0
-1,42900,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000.0,0.0,10,4370.689081826812,50,25.0,25.0,50.0
-1,42900,KELP,2019,25,,,,,2022,25,,,,,2020.5,0.0,3,4370.552147612485,50,25.0,25.0,50.0
-1,43000,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000.0,0.0,10,4370.552147612485,46,23.0,23.0,46.0
-1,43000,KELP,2020,2,2019.0,23.0,,,2023,23,,,,,2021.5,0.0,3,4370.278300634881,25,25.0,23.0,48.0
-1,43100,KELP,2020,21,,,,,2023,21,,,,,2021.5,0.0,3,4370.187018309411,42,21.0,21.0,42.0
-1,43100,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000.0,0.0,10,4370.187018309411,42,21.0,21.0,42.0
-1,43200,KELP,2019,21,,,,,2023,21,,,,,2021.0,0.0,4,4370.095716915145,42,21.0,21.0,42.0
-1,43200,RAINFOREST_RESIN,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,8,4370.095716915145,2,21.0,21.0,42.0
-1,43300,RAINFOREST_RESIN,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0,8,4370.141359269755,2,25.0,25.0,50.0
-1,43300,KELP,2019,25,,,,,2021,2,2023.0,25.0,,,2020.0,0.0,2,4370.552161912738,27,25.0,27.0,52.0
-1,43400,RAINFOREST_RESIN,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0,8,4370.552161912738,4,24.0,24.0,48.0
-1,43400,KELP,2021,4,2020.0,24.0,,,2023,24,,,,,2022.0,0.0,2,4370.278343538327,28,28.0,24.0,52.0
-1,43500,KELP,2020,22,,,,,2022,7,2023.0,23.0,,,2021.0,0.0,2,4370.278343538327,29,22.0,30.0,52.0
-1,43500,RAINFOREST_RESIN,9998,7,9995.0,23.0,,,10005,23,,,,,10001.5,0.0,7,4370.689167625639,30,30.0,23.0,53.0
-1,43600,KELP,2020,5,2019.0,21.0,,,2023,23,,,,,2021.5,0.0,3,4370.415263450385,28,26.0,23.0,49.0
-1,43600,RAINFOREST_RESIN,9996,2,9995.0,21.0,,,10002,9,10004.0,2.0,10005.0,21.0,9999.0,0.0,6,4370.141459380932,11,23.0,32.0,55.0
-1,43700,KELP,2020,24,,,,,2023,24,,,,,2021.5,0.0,3,4370.232736937485,48,24.0,24.0,48.0
-1,43700,RAINFOREST_RESIN,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0,8,4370.095802725622,2,24.0,24.0,48.0
-1,43800,RAINFOREST_RESIN,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,0.0,8,4369.821869939335,4,28.0,28.0,56.0
-1,43800,KELP,2020,35,,,,,2023,28,,,,,2021.5,0.0,3,4369.821869939335,63,35.0,28.0,63.0
-1,43900,KELP,2020,36,,,,,2023,30,,,,,2021.5,0.0,3,4370.004425054979,66,36.0,30.0,66.0
-1,43900,RAINFOREST_RESIN,10002,4,9998.0,2.0,9996.0,1.0,10004,1,10005.0,29.0,,,10003.0,0.0,2,4370.552319215513,5,7.0,30.0,37.0
-1,44000,RAINFOREST_RESIN,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0,8,4370.552319215513,4,22.0,22.0,44.0
-1,44000,KELP,2020,22,,,,,2022,3,2023.0,22.0,,,2021.0,0.0,2,4370.917429442027,25,22.0,25.0,47.0
-1,44100,KELP,2019,24,,,,,2023,24,,,,,2021.0,0.0,4,4371.008716532157,48,24.0,24.0,48.0
-1,44100,RAINFOREST_RESIN,9995,24,,,,,9998,1,10002.0,2.0,10005.0,24.0,9996.5,0.0,3,4370.1876046687175,25,24.0,27.0,51.0
-1,44200,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000.0,0.0,10,4369.639510302893,42,21.0,21.0,42.0
-1,44200,KELP,2019,21,,,,,2023,21,,,,,2021.0,0.0,4,4369.319947085599,42,21.0,21.0,42.0
-1,44300,KELP,2019,27,,,,,2023,27,,,,,2021.0,0.0,4,4369.319947085599,54,27.0,27.0,54.0
-1,44300,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000.0,0.0,10,4369.639510302893,54,27.0,27.0,54.0
-1,44400,RAINFOREST_RESIN,9998,7,9995.0,28.0,,,10005,28,,,,,10001.5,0.0,7,4370.552190513242,35,35.0,28.0,63.0
-1,44400,KELP,2018,28,,,,,2022,28,,,,,2020.0,0.0,4,4370.871703676522,56,28.0,28.0,56.0
-1,44500,KELP,2021,1,2019.0,2.0,2018.0,21.0,2022,21,,,,,2021.5,0.0,1,4370.7804308841805,22,24.0,21.0,45.0
-1,44500,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000.0,0.0,10,4370.689153325835,42,21.0,21.0,42.0
-1,44600,RAINFOREST_RESIN,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0,8,4370.689153325835,2,24.0,24.0,48.0
-1,44600,KELP,2019,24,,,,,2022,24,,,,,2020.5,0.0,3,4370.46089388752,48,24.0,24.0,48.0
-1,44700,KELP,2019,29,,,,,2022,29,,,,,2020.5,0.0,3,4370.3695924944495,58,29.0,29.0,58.0
-1,44700,RAINFOREST_RESIN,9995,29,,,,,10002,10,10005.0,29.0,,,9998.5,0.0,7,4370.278329237178,39,29.0,39.0,68.0
-1,44800,RAINFOREST_RESIN,9995,29,,,,,9998,1,10002.0,10.0,10005.0,29.0,9996.5,0.0,3,4369.639453089934,30,29.0,40.0,69.0
-1,44800,KELP,2018,29,,,,,2022,29,,,,,2020.0,0.0,4,4369.274190297526,58,29.0,29.0,58.0
-1,44900,KELP,2019,1,2018.0,26.0,,,2022,26,,,,,2020.5,0.0,3,4369.274190297526,27,27.0,26.0,53.0
-1,44900,RAINFOREST_RESIN,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0,8,4369.776387299481,2,26.0,26.0,52.0
-1,45000,RAINFOREST_RESIN,10002,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0,0.0,2,4370.598400104967,3,27.0,26.0,53.0
-1,45000,KELP,2018,26,,,,,2022,26,,,,,2020.0,0.0,4,4371.556439072941,52,26.0,26.0,52.0
-1,45100,KELP,2019,27,,,,,2021,5,2022.0,27.0,,,2020.0,0.0,2,4371.556439072941,32,27.0,32.0,59.0
-1,45100,RAINFOREST_RESIN,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0,8,4371.373903019518,2,27.0,27.0,54.0
-1,45200,RAINFOREST_RESIN,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,0.0,8,4371.373903019518,2,29.0,29.0,58.0
-1,45200,KELP,2019,29,,,,,2021,6,2022.0,29.0,,,2020.0,0.0,2,4370.8260088912375,35,29.0,35.0,64.0
-1,45300,KELP,2018,26,,,,,2021,22,,,,,2019.5,0.0,3,4370.917300750508,48,26.0,22.0,48.0
-1,45300,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000.0,0.0,10,4370.962943105341,44,22.0,22.0,44.0
-1,45400,RAINFOREST_RESIN,9996,2,9995.0,21.0,,,9998,1,10004.0,2.0,10005.0,21.0,9997.0,0.0,2,4370.4153921566885,3,23.0,24.0,47.0
-1,45400,KELP,2018,22,,,,,2020,2,2021.0,23.0,,,2019.0,0.0,2,4370.278429345218,24,22.0,25.0,47.0
-1,45500,KELP,2018,25,,,,,2019,3,2021.0,25.0,,,2018.5,0.0,1,4370.552290615009,28,25.0,28.0,53.0
-1,45500,RAINFOREST_RESIN,9996,1,9995.0,24.0,,,10000,3,10004.0,1.0,10005.0,24.0,9998.0,0.0,4,4370.597928201598,4,25.0,28.0,53.0
-1,45600,RAINFOREST_RESIN,9995,26,,,,,10002,5,10005.0,26.0,,,9998.5,0.0,7,4370.323966824439,31,26.0,31.0,57.0
-1,45600,KELP,2018,33,,,,,2021,26,,,,,2019.5,0.0,3,4370.415234848984,59,33.0,26.0,59.0
-1,45700,KELP,2018,24,,,,,2021,24,,,,,2019.5,0.0,3,4370.323952523439,48,24.0,24.0,48.0
-1,45700,RAINFOREST_RESIN,9995,24,,,,,10005,24,,,,,10000.0,0.0,10,4370.460922488623,48,24.0,24.0,48.0
-1,45800,RAINFOREST_RESIN,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0,8,4370.826051789307,2,28.0,28.0,56.0
-1,45800,KELP,2018,27,,,,,2021,28,,,,,2019.5,0.0,3,4371.09987016999,55,27.0,28.0,55.0
-1,45900,KELP,2019,4,2018.0,31.0,,,2022,31,,,,,2020.5,0.0,3,4370.917315049565,35,35.0,31.0,66.0
-1,45900,RAINFOREST_RESIN,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,8,4370.826023190593,2,31.0,31.0,62.0
-1,46000,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0,8,4370.826023190593,4,26.0,26.0,52.0
-1,46000,KELP,2019,2,2018.0,24.0,,,2022,26,,,,,2020.5,0.0,3,4370.734740864526,28,26.0,26.0,52.0
-1,46100,KELP,2019,25,,,,,2022,25,,,,,2020.5,0.0,3,4370.552147612484,50,25.0,25.0,50.0
-1,46100,RAINFOREST_RESIN,9998,6,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,0.0,6,4370.734740864526,8,31.0,25.0,56.0
-1,46200,RAINFOREST_RESIN,9998,2,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,0.0,6,4370.917315049565,3,30.0,28.0,58.0
-1,46200,KELP,2018,28,,,,,2021,1,2022.0,27.0,,,2019.5,0.0,3,4371.282463419643,29,28.0,28.0,56.0
-1,46300,KELP,2018,29,,,,,2021,29,,,,,2019.5,0.0,3,4371.465037604681,58,29.0,29.0,58.0
-1,46300,RAINFOREST_RESIN,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0,8,4371.465037604681,4,29.0,29.0,58.0
-1,46400,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000.0,0.0,10,4371.282463419643,44,22.0,22.0,44.0
-1,46400,KELP,2018,22,,,,,2022,22,,,,,2020.0,0.0,4,4371.008587843326,44,22.0,22.0,44.0
-1,46500,KELP,2019,6,2018.0,31.0,,,2021,31,,,,,2020.0,0.0,2,4370.917300750508,37,37.0,31.0,68.0
-1,46500,RAINFOREST_RESIN,10000,6,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10002.0,0.0,4,4371.191233519771,7,37.0,31.0,68.0
-1,46600,KELP,2019,3,2018.0,28.0,,,2021,1,2022.0,27.0,,,2020.0,0.0,2,4371.373788639002,4,31.0,28.0,59.0
-1,46600,RAINFOREST_RESIN,9998,10,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,0.0,6,4371.647607024164,11,38.0,28.0,66.0
-1,46700,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000.0,0.0,10,4371.373788639003,52,26.0,26.0,52.0
-1,46700,KELP,2019,26,,,,,2022,26,,,,,2020.5,0.0,3,4371.236861575921,52,26.0,26.0,52.0
-1,46800,RAINFOREST_RESIN,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,0.0,8,4370.871675078108,2,22.0,22.0,44.0
-1,46800,KELP,2019,22,,,,,2022,22,,,,,2020.5,0.0,3,4370.734740864527,44,22.0,22.0,44.0
-1,46900,KELP,2021,1,2019.0,32.0,,,2022,32,,,,,2021.5,0.0,1,4370.3695924944495,33,33.0,32.0,65.0
-1,46900,RAINFOREST_RESIN,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0,8,4370.3695924944495,4,32.0,32.0,64.0
-1,47000,KELP,2019,21,,,,,2022,21,,,,,2020.5,0.0,3,4370.3695924944495,42,21.0,21.0,42.0
-1,47000,RAINFOREST_RESIN,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,8,4370.3695924944495,2,21.0,21.0,42.0
-1,47100,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,9998,1,10004.0,2.0,10005.0,24.0,9997.0,0.0,2,4369.730749714462,3,26.0,27.0,53.0
-1,47100,KELP,2019,22,,,,,2022,26,,,,,2020.5,0.0,3,4370.004596679518,48,22.0,26.0,48.0
-1,47200,RAINFOREST_RESIN,10002,1,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10003.0,0.0,2,4370.552662421552,3,31.0,30.0,61.0
-1,47200,KELP,2019,30,,,,,2022,30,,,,,2020.5,0.0,3,4370.552662421552,60,30.0,30.0,60.0
-1,47300,KELP,2019,25,,,,,2021,1,2022.0,25.0,,,2020.0,0.0,2,4370.6439542703665,26,25.0,26.0,51.0
-1,47300,RAINFOREST_RESIN,10002,1,9998.0,3.0,9995.0,25.0,10005,25,,,,,10003.5,0.0,3,4372.423541355539,26,29.0,25.0,54.0
-1,47400,KELP,2019,25,,,,,2022,24,,,,,2020.5,0.0,3,4372.423541355539,49,25.0,24.0,49.0
-1,47400,RAINFOREST_RESIN,9995,24,,,,,10002,9,10005.0,24.0,,,9998.5,0.0,7,4371.191519483001,33,24.0,33.0,57.0
-1,47500,RAINFOREST_RESIN,9995,30,,,,,10002,1,10005.0,30.0,,,9998.5,0.0,7,4370.780845569829,31,30.0,31.0,61.0
-1,47500,KELP,2019,30,,,,,2021,6,2022.0,30.0,,,2020.0,0.0,2,4370.780845569829,36,30.0,36.0,66.0
-1,47600,RAINFOREST_RESIN,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0,8,4370.141402174546,2,28.0,28.0,56.0
-1,47600,KELP,2019,28,,,,,2022,28,,,,,2020.5,0.0,3,4370.141402174546,56,28.0,28.0,56.0
-1,47700,KELP,2019,23,,,,,2022,23,,,,,2020.5,0.0,3,4370.232679732293,46,23.0,23.0,46.0
-1,47700,RAINFOREST_RESIN,9996,1,9995.0,22.0,,,10002,8,10004.0,1.0,10005.0,22.0,9999.0,0.0,6,4370.3695924944495,9,23.0,31.0,54.0
-1,47800,KELP,2019,23,,,,,2022,1,2023.0,22.0,,,2020.5,0.0,3,4370.278300634881,24,23.0,23.0,46.0
-1,47800,RAINFOREST_RESIN,9996,1,9995.0,22.0,,,10002,8,10004.0,1.0,10005.0,22.0,9999.0,0.0,6,4370.004425054979,9,23.0,31.0,54.0
-1,47900,RAINFOREST_RESIN,10002,1,9995.0,27.0,,,10005,27,,,,,10003.5,0.0,3,4370.826394973851,28,28.0,27.0,55.0
-1,47900,KELP,2019,27,,,,,2023,27,,,,,2021.0,0.0,4,4370.689467921521,54,27.0,27.0,54.0
-1,48000,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000.0,0.0,10,4370.8719753614505,54,27.0,27.0,54.0
-1,48000,KELP,2019,27,,,,,2023,27,,,,,2021.0,0.0,4,4370.735041157278,54,27.0,27.0,54.0
-1,48100,KELP,2019,22,,,,,2022,21,,,,,2020.5,0.0,3,4371.3282678151845,43,22.0,21.0,43.0
-1,48100,RAINFOREST_RESIN,9995,21,,,,,10002,9,10005.0,21.0,,,9998.5,0.0,7,4369.958818455856,30,21.0,30.0,51.0
-1,48200,KELP,2019,25,,,,,2022,25,,,,,2020.5,0.0,3,4370.050105548002,50,25.0,25.0,50.0
-1,48200,RAINFOREST_RESIN,9998,5,9995.0,25.0,,,10005,25,,,,,10001.5,0.0,7,4370.460993991378,30,30.0,25.0,55.0
-1,48300,RAINFOREST_RESIN,9996,1,9995.0,28.0,,,9998,1,10000.0,5.0,10004.0,1.0,9997.0,0.0,2,4370.0047253979155,2,29.0,7.0,36.0
-1,48300,KELP,2018,29,,,,,2019,5,2022.0,29.0,,,2018.5,0.0,1,4370.552505118787,34,29.0,34.0,63.0
-1,48400,RAINFOREST_RESIN,9995,27,,,,,10002,7,10005.0,27.0,,,9998.5,0.0,7,4370.552505118787,34,27.0,34.0,61.0
-1,48400,KELP,2019,1,2018.0,27.0,,,2022,27,,,,,2020.5,0.0,3,4370.552505118787,28,28.0,27.0,55.0
-1,48500,KELP,2019,1,2018.0,29.0,,,2022,29,,,,,2020.5,0.0,3,4369.685028694872,30,30.0,29.0,59.0
-1,48500,RAINFOREST_RESIN,9995,29,,,,,9998,1,10005.0,29.0,,,9996.5,0.0,3,4369.548123090087,30,29.0,30.0,59.0
