timestamp,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3
888800,2025,19,,,,,2029,20,,,,
888900,2025,30,,,,,2026,1,2029.0,30.0,,
889000,2025,22,,,,,2029,22,,,,
889100,2027,1,2025.0,23.0,,,2028,2,2029.0,21.0,,
889200,2025,26,,,,,2029,26,,,,
889300,2028,1,2025.0,32.0,,,2029,32,,,,
889400,2025,28,,,,,2029,28,,,,
889500,2026,24,,,,,2029,24,,,,
889600,2026,25,,,,,2028,5,2029.0,25.0,,
889700,2026,23,,,,,2029,22,,,,
889800,2027,6,2026.0,1.0,2025.0,30.0,2029,31,,,,
889900,2026,26,,,,,2029,26,,,,
890000,2026,1,2025.0,27.0,,,2029,29,,,,
890100,2025,26,,,,,2029,27,,,,
890200,2025,25,,,,,2029,25,,,,
890300,2027,1,2025.0,24.0,,,2029,24,,,,
890400,2025,27,,,,,2028,24,,,,
890500,2025,21,,,,,2027,2,2029.0,21.0,,
890600,2026,26,,,,,2027,4,2029.0,26.0,,
890700,2026,27,,,,,2029,27,,,,
890800,2026,26,,,,,2029,26,,,,
890900,2028,1,2026.0,30.0,,,2029,30,,,,
891000,2025,28,,,,,2029,28,,,,
891100,2026,2,2025.0,27.0,,,2029,29,,,,
891200,2025,21,,,,,2029,21,,,,
891300,2025,32,,,,,2027,5,2029.0,32.0,,
891400,2025,29,,,,,2029,29,,,,
891500,2027,5,2025.0,25.0,,,2029,25,,,,
891600,2026,29,,,,,2029,29,,,,
891700,2026,2,2025.0,29.0,,,2028,6,2029.0,31.0,,
891800,2025,32,,,,,2029,32,,,,
891900,2025,22,,,,,2029,22,,,,
892000,2025,26,,,,,2029,26,,,,
892100,2025,32,,,,,2029,32,,,,
892200,2025,25,,,,,2029,25,,,,
892300,2025,26,,,,,2029,26,,,,
892400,2028,1,2026.0,22.0,,,2029,22,,,,
892500,2026,22,,,,,2028,5,2029.0,23.0,,
892600,2026,32,,,,,2028,2,2029.0,2.0,2030.0,30.0
892700,2027,7,2026.0,28.0,,,2030,28,,,,
892800,2026,27,,,,,2028,6,2030.0,27.0,,
892900,2027,7,2026.0,30.0,,,2030,30,,,,
893000,2026,23,,,,,2030,23,,,,
893100,2027,22,,,,,2030,22,,,,
893200,2028,5,2027.0,30.0,,,2031,30,,,,
893300,2027,20,,,,,2030,20,,,,
893400,2027,25,,,,,2031,25,,,,
893500,2027,20,,,,,2029,4,2031.0,20.0,,
893600,2028,2,2027.0,26.0,,,2031,26,,,,
893700,2028,1,2027.0,22.0,,,2031,23,,,,
893800,2027,27,,,,,2031,27,,,,
893900,2028,21,,,,,2031,21,,,,
894000,2028,27,,,,,2030,6,2031.0,27.0,,
894100,2030,1,2028.0,31.0,,,2031,28,,,,
894200,2028,22,,,,,2031,28,,,,
894300,2028,28,,,,,2031,2,2032.0,26.0,,
894400,2030,2,2028.0,23.0,,,2031,2,2032.0,21.0,,
894500,2029,2,2028.0,20.0,,,2032,22,,,,
894600,2029,24,,,,,2030,4,2031.0,5.0,2032.0,24.0
894700,2029,27,,,,,2032,28,,,,
894800,2029,20,,,,,2033,20,,,,
894900,2029,29,,,,,2033,29,,,,
895000,2029,29,,,,,2032,29,,,,
895100,2029,29,,,,,2031,8,2032.0,29.0,,
895200,2030,2,2029.0,24.0,,,2031,2,2032.0,24.0,,
895300,2029,25,,,,,2032,25,,,,
895400,2030,5,2029.0,29.0,,,2032,29,,,,
895500,2028,29,,,,,2032,29,,,,
895600,2030,1,2028.0,28.0,,,2031,2,2032.0,26.0,,
895700,2028,24,,,,,2031,24,,,,
895800,2028,34,,,,,2031,1,2032.0,28.0,,
895900,2028,20,,,,,2031,30,,,,
896000,2028,24,,,,,2029,1,2030.0,5.0,2032.0,24.0
896100,2028,30,,,,,2032,30,,,,
896200,2028,20,,,,,2032,20,,,,
896300,2028,28,,,,,2029,2,2030.0,3.0,2032.0,29.0
896400,2029,2,2028.0,30.0,,,2032,32,,,,
896500,2029,30,,,,,2032,26,,,,
896600,2028,22,,,,,2032,23,,,,
896700,2031,1,2030.0,6.0,2029.0,2.0,2032,25,,,,
896800,2028,21,,,,,2030,6,2031.0,1.0,2032.0,20.0
896900,2028,28,,,,,2030,8,2031.0,28.0,,
897000,2028,32,,,,,2031,31,,,,
897100,2029,2,2028.0,30.0,,,2032,32,,,,
897200,2029,29,,,,,2032,29,,,,
897300,2029,21,,,,,2033,21,,,,
897400,2029,28,,,,,2032,28,,,,
897500,2029,30,,,,,2031,5,2032.0,30.0,,
897600,2029,1,2028.0,27.0,,,2032,28,,,,
897700,2029,24,,,,,2031,7,2032.0,24.0,,
897800,2029,28,,,,,2032,28,,,,
897900,2029,28,,,,,2032,29,,,,
898000,2029,35,,,,,2032,32,,,,
898100,2031,3,2029.0,34.0,,,2032,32,,,,
898200,2028,30,,,,,2029,1,2032.0,30.0,,
898300,2029,24,,,,,2032,24,,,,
898400,2029,27,,,,,2032,27,,,,
898500,2029,22,,,,,2032,21,,,,
898600,2030,5,2029.0,31.0,,,2031,1,2032.0,31.0,,
898700,2028,23,,,,,2029,2,2032.0,23.0,,
898800,2029,30,,,,,2032,30,,,,
898900,2029,29,,,,,2032,29,,,,
899000,2029,22,,,,,2032,22,,,,
899100,2031,1,2028.0,23.0,,,2032,23,,,,
899200,2029,1,2028.0,27.0,,,2032,27,,,,
899300,2029,1,2028.0,30.0,,,2030,2,2032.0,31.0,,
899400,2028,24,,,,,2032,24,,,,
899500,2031,1,2029.0,29.0,,,2032,29,,,,
899600,2029,24,,,,,2032,24,,,,
899700,2029,29,,,,,2032,28,,,,
899800,2030,1,2029.0,25.0,,,2033,26,,,,
899900,2029,19,,,,,2032,23,,,,
900000,2029,32,,,,,2031,7,2032.0,32.0,,
900100,2029,31,,,,,2032,31,,,,
900200,2029,22,,,,,2032,22,,,,
900300,2029,27,,,,,2032,28,,,,
900400,2029,31,,,,,2032,27,,,,
900500,2030,2,2029.0,24.0,,,2033,26,,,,
900600,2029,26,,,,,2031,5,2033.0,26.0,,
900700,2029,27,,,,,2032,28,,,,
900800,2029,22,,,,,2032,22,,,,
900900,2029,24,,,,,2032,2,2033.0,22.0,,
901000,2029,26,,,,,2033,26,,,,
901100,2030,26,,,,,2033,26,,,,
901200,2030,2,2029.0,30.0,,,2033,32,,,,
901300,2030,28,,,,,2033,28,,,,
901400,2030,2,2029.0,23.0,,,2033,25,,,,
901500,2029,25,,,,,2033,25,,,,
901600,2030,28,,,,,2033,28,,,,
901700,2030,31,,,,,2033,31,,,,
901800,2030,23,,,,,2033,23,,,,
901900,2032,1,2030.0,25.0,,,2033,25,,,,
902000,2030,23,,,,,2034,23,,,,
902100,2031,5,2030.0,30.0,,,2033,2,2034.0,28.0,,
902200,2031,3,2030.0,26.0,,,2033,26,,,,
902300,2030,23,,,,,2034,23,,,,
902400,2030,28,,,,,2034,28,,,,
902500,2031,30,,,,,2034,30,,,,
902600,2031,25,,,,,2034,25,,,,
902700,2031,26,,,,,2033,8,2034.0,26.0,,
902800,2031,26,,,,,2033,8,2034.0,27.0,,
902900,2031,29,,,,,2034,29,,,,
903000,2033,1,2031.0,38.0,,,2034,30,,,,
903100,2031,27,,,,,2033,3,2035.0,27.0,,
903200,2031,31,,,,,2034,31,,,,
903300,2031,25,,,,,2033,7,2034.0,25.0,,
903400,2031,26,,,,,2034,26,,,,
903500,2031,27,,,,,2035,27,,,,
903600,2031,21,,,,,2033,4,2035.0,21.0,,
903700,2032,5,2031.0,21.0,,,2035,21,,,,
903800,2032,1,2031.0,28.0,,,2034,2,2035.0,29.0,,
903900,2031,23,,,,,2033,2,2035.0,23.0,,
904000,2032,2,2031.0,30.0,,,2035,30,,,,
904100,2032,8,2031.0,29.0,,,2035,29,,,,
904200,2031,21,,,,,2035,21,,,,
904300,2031,26,,,,,2033,8,2034.0,26.0,,
904400,2031,25,,,,,2034,25,,,,
904500,2031,22,,,,,2034,22,,,,
904600,2031,27,,,,,2034,27,,,,
904700,2030,21,,,,,2033,2,2034.0,28.0,,
904800,2030,30,,,,,2032,1,2033.0,30.0,,
904900,2030,29,,,,,2032,3,2033.0,29.0,,
905000,2030,22,,,,,2033,22,,,,
905100,2030,26,,,,,2033,26,,,,
905200,2032,8,2031.0,4.0,2030.0,31.0,2034,31,,,,
905300,2030,31,,,,,2032,5,2033.0,31.0,,
905400,2030,25,,,,,2033,25,,,,
905500,2030,28,,,,,2033,22,,,,
905600,2029,31,,,,,2031,1,2033.0,31.0,,
905700,2029,24,,,,,2032,24,,,,
905800,2031,3,2029.0,30.0,,,2032,2,2033.0,28.0,,
905900,2030,8,2029.0,29.0,,,2033,29,,,,
906000,2029,30,,,,,2033,30,,,,
906100,2029,23,,,,,2032,2,2033.0,21.0,,
906200,2031,1,2030.0,1.0,2029.0,22.0,2033,22,,,,
906300,2029,20,,,,,2033,20,,,,
906400,2030,31,,,,,2032,2,2033.0,31.0,,
906500,2030,31,,,,,2033,30,,,,
906600,2030,27,,,,,2033,27,,,,
906700,2030,28,,,,,2032,8,2033.0,28.0,,
906800,2030,30,,,,,2033,30,,,,
906900,2030,30,,,,,2033,30,,,,
907000,2030,28,,,,,2033,28,,,,
907100,2030,30,,,,,2033,30,,,,
907200,2030,36,,,,,2033,31,,,,
907300,2030,30,,,,,2033,29,,,,
907400,2030,25,,,,,2033,1,2034.0,24.0,,
907500,2030,22,,,,,2034,22,,,,
907600,2030,25,,,,,2033,25,,,,
907700,2030,31,,,,,2032,7,2033.0,31.0,,
907800,2030,34,,,,,2033,30,,,,
907900,2030,30,,,,,2033,30,,,,
908000,2032,1,2030.0,28.0,,,2033,23,,,,
908100,2030,28,,,,,2033,26,,,,
908200,2030,30,,,,,2032,1,2033.0,30.0,,
908300,2030,25,,,,,2033,25,,,,
908400,2030,29,,,,,2033,29,,,,
908500,2030,25,,,,,2033,25,,,,
908600,2030,23,,,,,2033,23,,,,
908700,2029,24,,,,,2033,24,,,,
908800,2029,24,,,,,2032,24,,,,
908900,2029,21,,,,,2032,21,,,,
909000,2029,26,,,,,2032,26,,,,
909100,2029,17,,,,,2031,7,2032.0,24.0,,
909200,2029,21,,,,,2033,21,,,,
909300,2029,28,,,,,2031,1,2033.0,28.0,,
909400,2029,34,,,,,2032,32,,,,
909500,2029,31,,,,,2032,25,,,,
909600,2029,27,,,,,2032,28,,,,
909700,2028,24,,,,,2032,24,,,,
909800,2028,23,,,,,2032,23,,,,
909900,2028,24,,,,,2032,24,,,,
910000,2029,1,2028.0,20.0,,,2032,21,,,,
910100,2029,25,,,,,2032,25,,,,
910200,2029,28,,,,,2032,29,,,,
910300,2029,21,,,,,2032,21,,,,
910400,2030,4,2029.0,5.0,2028.0,27.0,2032,27,,,,
910500,2028,23,,,,,2032,23,,,,
910600,2028,31,,,,,2031,2,2032.0,29.0,,
910700,2028,21,,,,,2030,7,2031.0,1.0,2032.0,20.0
910800,2028,26,,,,,2032,26,,,,
910900,2028,26,,,,,2032,26,,,,
911000,2028,29,,,,,2032,29,,,,
911100,2029,5,2028.0,24.0,,,2032,24,,,,
911200,2028,23,,,,,2032,23,,,,
911300,2028,20,,,,,2030,2,2031.0,20.0,,
911400,2028,25,,,,,2031,25,,,,
911500,2028,31,,,,,2031,31,,,,
911600,2027,20,,,,,2031,20,,,,
911700,2028,6,2027.0,20.0,,,2031,20,,,,
911800,2028,29,,,,,2031,29,,,,
911900,2028,27,,,,,2031,27,,,,
912000,2028,27,,,,,2030,8,2031.0,27.0,,
912100,2028,29,,,,,2031,29,,,,
912200,2028,30,,,,,2031,26,,,,
912300,2028,27,,,,,2032,27,,,,
912400,2028,22,,,,,2032,22,,,,
912500,2028,23,,,,,2032,23,,,,
912600,2029,25,,,,,2032,25,,,,
912700,2029,29,,,,,2031,1,2032.0,29.0,,
912800,2030,5,2029.0,29.0,,,2032,28,,,,
912900,2029,21,,,,,2032,21,,,,
913000,2029,27,,,,,2032,26,,,,
913100,2029,23,,,,,2032,23,,,,
913200,2029,29,,,,,2032,29,,,,
913300,2031,1,2029.0,25.0,,,2032,25,,,,
913400,2029,35,,,,,2032,31,,,,
913500,2028,23,,,,,2032,23,,,,
913600,2028,31,,,,,2032,31,,,,
913700,2028,26,,,,,2032,26,,,,
913800,2029,1,2028.0,26.0,,,2031,2,2032.0,24.0,,
913900,2028,24,,,,,2032,24,,,,
914000,2028,26,,,,,2030,1,2032.0,26.0,,
914100,2028,24,,,,,2030,3,2032.0,24.0,,
914200,2029,22,,,,,2032,23,,,,
914300,2031,1,2030.0,2.0,2029.0,28.0,2032,28,,,,
914400,2028,23,,,,,2032,23,,,,
914500,2028,22,,,,,2029,2,2031.0,23.0,,
914600,2028,30,,,,,2032,30,,,,
914700,2029,2,2028.0,29.0,,,2032,31,,,,
914800,2028,26,,,,,2032,26,,,,
914900,2029,30,,,,,2032,30,,,,
915000,2028,22,,,,,2032,22,,,,
915100,2028,26,,,,,2032,26,,,,
915200,2028,27,,,,,2032,28,,,,
915300,2029,2,2028.0,30.0,,,2031,1,2032.0,29.0,,
915400,2028,24,,,,,2031,24,,,,
915500,2028,21,,,,,2030,4,2032.0,21.0,,
915600,2028,28,,,,,2032,28,,,,
915700,2029,2,2028.0,26.0,,,2030,6,2032.0,28.0,,
915800,2029,27,,,,,2032,27,,,,
915900,2029,29,,,,,2032,29,,,,
916000,2029,29,,,,,2032,29,,,,
916100,2029,28,,,,,2031,8,2032.0,28.0,,
916200,2029,31,,,,,2030,4,2032.0,31.0,,
916300,2029,1,2028.0,21.0,,,2031,6,2032.0,22.0,,
916400,2028,20,,,,,2032,20,,,,
916500,2030,4,2029.0,5.0,2028.0,24.0,2032,25,,,,
916600,2028,29,,,,,2032,29,,,,
916700,2028,24,,,,,2032,24,,,,
916800,2029,31,,,,,2030,5,2032.0,31.0,,
916900,2029,28,,,,,2030,6,2032.0,22.0,,
917000,2029,32,,,,,2032,29,,,,
917100,2029,24,,,,,2032,24,,,,
917200,2029,26,,,,,2032,2,2033.0,24.0,,
917300,2029,31,,,,,2032,31,,,,
917400,2029,24,,,,,2032,25,,,,
917500,2029,30,,,,,2033,30,,,,
917600,2029,31,,,,,2033,31,,,,
917700,2029,25,,,,,2033,25,,,,
917800,2030,25,,,,,2032,3,2033.0,25.0,,
917900,2030,24,,,,,2033,24,,,,
918000,2031,5,2030.0,21.0,,,2032,4,2033.0,21.0,,
918100,2030,29,,,,,2034,29,,,,
918200,2030,23,,,,,2033,23,,,,
918300,2030,27,,,,,2032,5,2033.0,27.0,,
918400,2030,27,,,,,2033,27,,,,
918500,2030,25,,,,,2032,6,2033.0,25.0,,
918600,2030,22,,,,,2033,22,,,,
918700,2030,21,,,,,2033,21,,,,
918800,2030,31,,,,,2033,31,,,,
918900,2030,30,,,,,2034,30,,,,
919000,2032,3,2031.0,2.0,2030.0,26.0,2034,28,,,,
919100,2031,29,,,,,2034,29,,,,
919200,2031,27,,,,,2034,28,,,,
919300,2031,25,,,,,2035,26,,,,
919400,2031,23,,,,,2035,23,,,,
919500,2032,5,2031.0,29.0,,,2035,29,,,,
919600,2033,1,2031.0,32.0,,,2035,32,,,,
919700,2031,27,,,,,2033,3,2035.0,27.0,,
919800,2031,26,,,,,2034,26,,,,
919900,2031,21,,,,,2032,3,2034.0,1.0,2035.0,20.0
920000,2031,26,,,,,2034,26,,,,
920100,2031,38,,,,,2034,31,,,,
920200,2031,26,,,,,2034,20,,,,
920300,2031,6,2030.0,24.0,,,2033,1,2034.0,23.0,,
920400,2030,31,,,,,2033,31,,,,
920500,2031,6,2030.0,25.0,,,2033,22,,,,
920600,2030,30,,,,,2031,4,2034.0,31.0,,
920700,2031,22,,,,,2033,6,2034.0,22.0,,
920800,2031,34,,,,,2034,28,,,,
920900,2031,29,,,,,2032,4,2034.0,24.0,,
921000,2033,1,2031.0,25.0,,,2034,25,,,,
921100,2031,25,,,,,2033,4,2034.0,25.0,,
921200,2031,24,,,,,2034,24,,,,
921300,2033,1,2030.0,20.0,,,2034,20,,,,
921400,2030,27,,,,,2032,8,2034.0,27.0,,
921500,2030,27,,,,,2034,27,,,,
921600,2030,24,,,,,2034,24,,,,
921700,2030,31,,,,,2034,31,,,,
921800,2033,1,2031.0,4.0,2030.0,23.0,2034,25,,,,
921900,2031,27,,,,,2034,27,,,,
922000,2032,3,2031.0,26.0,,,2034,26,,,,
922100,2031,29,,,,,2032,1,2035.0,29.0,,
922200,2031,28,,,,,2034,28,,,,
922300,2031,28,,,,,2033,2,2035.0,28.0,,
922400,2031,29,,,,,2034,29,,,,
922500,2031,29,,,,,2034,29,,,,
922600,2031,32,,,,,2034,30,,,,
922700,2031,24,,,,,2034,24,,,,
922800,2031,21,,,,,2034,21,,,,
922900,2031,28,,,,,2033,7,2034.0,28.0,,
923000,2031,26,,,,,2034,27,,,,
923100,2031,20,,,,,2033,1,2034.0,20.0,,
923200,2031,22,,,,,2034,22,,,,
923300,2031,21,,,,,2034,21,,,,
923400,2031,31,,,,,2034,31,,,,
923500,2031,8,2030.0,23.0,,,2034,25,,,,
923600,2030,30,,,,,2034,30,,,,
923700,2030,22,,,,,2034,22,,,,
923800,2030,30,,,,,2031,8,2034.0,30.0,,
923900,2032,6,2030.0,22.0,,,2034,22,,,,
924000,2031,7,2030.0,20.0,,,2034,22,,,,
924100,2031,26,,,,,2034,26,,,,
924200,2033,1,2031.0,23.0,,,2034,23,,,,
924300,2031,28,,,,,2034,24,,,,
924400,2033,10,2031.0,21.0,,,2034,21,,,,
924500,2031,26,,,,,2033,6,2034.0,26.0,,
924600,2033,1,2031.0,26.0,,,2034,26,,,,
924700,2033,1,2031.0,30.0,,,2034,30,,,,
924800,2031,26,,,,,2034,26,,,,
924900,2031,24,,,,,2034,23,,,,
925000,2033,1,2031.0,26.0,,,2034,26,,,,
925100,2031,23,,,,,2034,23,,,,
925200,2031,28,,,,,2034,28,,,,
925300,2031,30,,,,,2034,1,2035.0,29.0,,
925400,2031,30,,,,,2034,30,,,,
925500,2031,28,,,,,2034,28,,,,
925600,2031,28,,,,,2034,28,,,,
925700,2031,27,,,,,2033,4,2034.0,27.0,,
925800,2031,25,,,,,2034,25,,,,
925900,2031,26,,,,,2034,26,,,,
926000,2031,21,,,,,2034,21,,,,
926100,2031,25,,,,,2034,25,,,,
926200,2031,28,,,,,2034,26,,,,
926300,2031,22,,,,,2034,22,,,,
926400,2031,31,,,,,2034,31,,,,
926500,2031,28,,,,,2033,8,2034.0,28.0,,
926600,2031,29,,,,,2034,29,,,,
926700,2031,28,,,,,2034,29,,,,
926800,2031,28,,,,,2034,28,,,,
926900,2031,25,,,,,2034,25,,,,
927000,2031,31,,,,,2034,31,,,,
927100,2031,37,,,,,2034,30,,,,
927200,2031,22,,,,,2033,8,2034.0,22.0,,
927300,2033,5,2031.0,23.0,,,2034,23,,,,
927400,2032,2,2031.0,28.0,,,2034,28,,,,
927500,2031,24,,,,,2034,2,2035.0,22.0,,
927600,2031,36,,,,,2034,31,,,,
927700,2031,29,,,,,2034,29,,,,
927800,2031,1,2030.0,22.0,,,2034,23,,,,
927900,2030,20,,,,,2034,20,,,,
928000,2030,30,,,,,2033,30,,,,
928100,2030,29,,,,,2033,29,,,,
928200,2030,30,,,,,2032,8,2033.0,30.0,,
928300,2030,29,,,,,2033,28,,,,
928400,2030,25,,,,,2033,25,,,,
928500,2029,22,,,,,2033,22,,,,
928600,2030,3,2029.0,27.0,,,2033,29,,,,
928700,2030,21,,,,,2033,21,,,,
928800,2030,28,,,,,2033,28,,,,
928900,2032,3,2030.0,23.0,,,2033,23,,,,
929000,2030,21,,,,,2033,22,,,,
929100,2030,27,,,,,2033,27,,,,
929200,2030,20,,,,,2033,20,,,,
929300,2030,1,2029.0,30.0,,,2033,30,,,,
929400,2029,22,,,,,2033,22,,,,
929500,2029,29,,,,,2031,2,2033.0,29.0,,
929600,2029,30,,,,,2032,2,2033.0,28.0,,
929700,2031,1,2029.0,28.0,,,2033,28,,,,
929800,2029,27,,,,,2031,1,2033.0,27.0,,
929900,2029,30,,,,,2031,1,2032.0,2.0,2033.0,28.0
930000,2030,1,2029.0,28.0,,,2033,30,,,,
930100,2032,1,2029.0,27.0,,,2033,27,,,,
930200,2030,1,2029.0,30.0,,,2033,31,,,,
930300,2029,23,,,,,2031,2,2033.0,23.0,,
930400,2029,24,,,,,2033,24,,,,
930500,2030,8,2029.0,27.0,,,2033,27,,,,
930600,2032,1,2030.0,1.0,2029.0,26.0,2033,27,,,,
930700,2030,31,,,,,2033,31,,,,
930800,2030,27,,,,,2033,27,,,,
930900,2030,28,,,,,2033,25,,,,
931000,2030,32,,,,,2032,5,2033.0,32.0,,
931100,2030,25,,,,,2033,2,2034.0,23.0,,
931200,2030,34,,,,,2033,27,,,,
931300,2030,21,,,,,2034,21,,,,
931400,2030,25,,,,,2033,23,,,,
931500,2030,22,,,,,2033,22,,,,
931600,2030,28,,,,,2034,28,,,,
931700,2030,23,,,,,2033,23,,,,
931800,2030,28,,,,,2033,2,2034.0,26.0,,
931900,2031,5,2030.0,32.0,,,2033,32,,,,
932000,2032,1,2030.0,28.0,,,2033,27,,,,
932100,2030,28,,,,,2033,28,,,,
932200,2032,5,2030.0,28.0,,,2034,28,,,,
932300,2030,35,,,,,2033,1,2034.0,27.0,,
932400,2030,24,,,,,2033,24,,,,
932500,2030,21,,,,,2033,21,,,,
932600,2030,29,,,,,2033,30,,,,
932700,2032,8,2030.0,24.0,,,2033,24,,,,
932800,2030,32,,,,,2034,32,,,,
932900,2030,34,,,,,2031,2,2033.0,2.0,2034.0,28.0
933000,2030,25,,,,,2033,2,2034.0,23.0,,
933100,2030,23,,,,,2033,28,,,,
933200,2030,29,,,,,2033,29,,,,
933300,2030,25,,,,,2032,2,2033.0,25.0,,
933400,2031,4,2030.0,29.0,,,2033,1,2034.0,26.0,,
933500,2030,28,,,,,2033,28,,,,
933600,2030,23,,,,,2032,4,2033.0,24.0,,
933700,2030,30,,,,,2031,2,2033.0,30.0,,
933800,2030,27,,,,,2033,27,,,,
933900,2030,24,,,,,2033,1,2034.0,23.0,,
934000,2030,28,,,,,2031,2,2034.0,28.0,,
934100,2030,29,,,,,2033,29,,,,
934200,2030,23,,,,,2033,23,,,,
934300,2030,28,,,,,2032,8,2033.0,28.0,,
934400,2030,29,,,,,2033,29,,,,
934500,2030,29,,,,,2033,29,,,,
934600,2030,31,,,,,2033,28,,,,
934700,2030,28,,,,,2033,28,,,,
934800,2030,24,,,,,2033,24,,,,
934900,2030,22,,,,,2032,3,2033.0,22.0,,
935000,2030,22,,,,,2033,25,,,,
935100,2032,1,2030.0,27.0,,,2033,27,,,,
935200,2030,29,,,,,2033,29,,,,
935300,2032,1,2030.0,7.0,2029.0,25.0,2033,26,,,,
935400,2030,2,2029.0,20.0,,,2033,22,,,,
935500,2030,31,,,,,2033,31,,,,
935600,2030,27,,,,,2033,27,,,,
935700,2032,1,2030.0,35.0,,,2033,1,2034.0,29.0,,
935800,2030,22,,,,,2032,2,2033.0,22.0,,
935900,2030,30,,,,,2034,22,,,,
936000,2030,25,,,,,2031,2,2033.0,25.0,,
936100,2030,23,,,,,2033,23,,,,
936200,2032,1,2030.0,26.0,,,2033,26,,,,
936300,2030,29,,,,,2033,29,,,,
936400,2032,1,2029.0,22.0,,,2033,22,,,,
936500,2030,3,2029.0,27.0,,,2033,27,,,,
936600,2030,5,2029.0,22.0,,,2033,24,,,,
936700,2030,21,,,,,2032,8,2033.0,22.0,,
936800,2030,30,,,,,2033,30,,,,
936900,2029,25,,,,,2033,25,,,,
937000,2029,22,,,,,2033,22,,,,
937100,2030,7,2029.0,22.0,,,2033,22,,,,
937200,2029,20,,,,,2030,4,2033.0,20.0,,
937300,2029,23,,,,,2031,6,2033.0,23.0,,
937400,2029,22,,,,,2033,22,,,,
937500,2029,23,,,,,2032,1,2033.0,22.0,,
937600,2031,1,2029.0,26.0,,,2032,26,,,,
937700,2029,26,,,,,2033,26,,,,
937800,2031,12,2029.0,22.0,,,2032,22,,,,
937900,2029,24,,,,,2031,2,2032.0,25.0,,
938000,2031,4,2029.0,30.0,,,2032,23,,,,
938100,2029,23,,,,,2032,23,,,,
938200,2029,28,,,,,2033,28,,,,
938300,2031,1,2029.0,23.0,,,2032,23,,,,
938400,2029,22,,,,,2033,22,,,,
938500,2030,8,2029.0,24.0,,,2033,24,,,,
938600,2029,30,,,,,2031,7,2033.0,30.0,,
938700,2029,26,,,,,2033,26,,,,
938800,2029,30,,,,,2033,30,,,,
938900,2030,26,,,,,2033,26,,,,
939000,2029,24,,,,,2033,24,,,,
939100,2029,21,,,,,2033,21,,,,
939200,2030,26,,,,,2033,27,,,,
939300,2030,29,,,,,2033,24,,,,
939400,2030,34,,,,,2033,31,,,,
939500,2030,35,,,,,2033,27,,,,
939600,2030,26,,,,,2032,6,2033.0,26.0,,
939700,2030,30,,,,,2033,30,,,,
939800,2030,24,,,,,2033,31,,,,
939900,2029,25,,,,,2033,25,,,,
940000,2029,29,,,,,2033,29,,,,
940100,2029,30,,,,,2032,2,2033.0,28.0,,
940200,2031,3,2029.0,26.0,,,2033,26,,,,
940300,2031,1,2029.0,23.0,,,2033,23,,,,
940400,2029,25,,,,,2033,25,,,,
940500,2029,25,,,,,2033,25,,,,
940600,2029,24,,,,,2033,24,,,,
940700,2029,25,,,,,2033,25,,,,
940800,2029,26,,,,,2032,26,,,,
940900,2029,23,,,,,2031,3,2032.0,23.0,,
941000,2029,21,,,,,2031,7,2032.0,21.0,,
941100,2029,30,,,,,2032,30,,,,
941200,2031,1,2028.0,26.0,,,2032,26,,,,
941300,2028,27,,,,,2032,27,,,,
941400,2028,28,,,,,2032,28,,,,
941500,2028,30,,,,,2031,30,,,,
941600,2028,22,,,,,2031,1,2032.0,21.0,,
941700,2030,1,2028.0,27.0,,,2031,26,,,,
941800,2028,25,,,,,2031,25,,,,
941900,2028,28,,,,,2031,29,,,,
942000,2028,28,,,,,2031,23,,,,
942100,2028,24,,,,,2030,8,2032.0,24.0,,
942200,2028,28,,,,,2031,28,,,,
942300,2028,28,,,,,2031,21,,,,
942400,2028,27,,,,,2031,27,,,,
942500,2028,27,,,,,2031,27,,,,
942600,2028,30,,,,,2031,30,,,,
942700,2028,22,,,,,2031,22,,,,
942800,2030,1,2028.0,30.0,,,2031,30,,,,
942900,2028,1,2027.0,20.0,,,2031,22,,,,
943000,2027,31,,,,,2031,31,,,,
943100,2027,21,,,,,2031,21,,,,
943200,2030,7,2027.0,28.0,,,2031,28,,,,
943300,2028,23,,,,,2031,23,,,,
943400,2029,3,2028.0,1.0,2027.0,20.0,2031,21,,,,
943500,2027,20,,,,,2031,21,,,,
943600,2027,21,,,,,2031,21,,,,
943700,2028,28,,,,,2031,25,,,,
943800,2029,4,2028.0,1.0,2027.0,27.0,2031,28,,,,
943900,2028,31,,,,,2031,23,,,,
944000,2028,21,,,,,2031,21,,,,
944100,2028,7,2027.0,24.0,,,2031,24,,,,
944200,2028,31,,,,,2030,4,2031.0,31.0,,
944300,2028,28,,,,,2031,28,,,,
944400,2028,25,,,,,2032,25,,,,
944500,2028,31,,,,,2031,31,,,,
944600,2028,25,,,,,2031,25,,,,
944700,2028,29,,,,,2031,29,,,,
944800,2028,26,,,,,2032,26,,,,
944900,2028,30,,,,,2031,30,,,,
945000,2028,27,,,,,2031,27,,,,
945100,2031,1,2028.0,26.0,,,2032,26,,,,
945200,2028,24,,,,,2029,4,2032.0,24.0,,
945300,2028,25,,,,,2030,1,2032.0,25.0,,
945400,2028,25,,,,,2032,25,,,,
945500,2028,29,,,,,2031,1,2032.0,28.0,,
945600,2028,23,,,,,2032,23,,,,
